id,region,province,city,address,has_listo_para_comer,has_cafe_service
1051,Cataluña,Girona,Olot,"Plaza Asia, 4",f,f
1052,Cataluña,Girona,Olot,"C/ Cataluña, 121",f,f
1053,Cataluña,Girona,Salt,"Bulevar Colón, 5",f,f
1054,Cataluña,Girona,Salt,"Avda. Libertad, 72",f,f
1055,Cataluña,Girona,Lloret de Mar,"C/ Real, 64",f,f
1056,Cataluña,Girona,Lloret de Mar,"C/ Cruz, 97",f,t
1057,Cataluña,Lleida,Lleida,"C/ Poeta Lorca, 110",t,f
1058,Cataluña,Lleida,Lleida,"C/ Constitución, 153",t,f
1059,Cataluña,Lleida,Lleida,"C/ Arquitecto Gaudí, 154",f,t
1060,Cataluña,Lleida,Lleida,"Avda. Castilla, 87",f,f
1061,Cataluña,Lleida,Lleida,"Plaza Sol, 103",f,f
1062,Cataluña,Lleida,Mollerussa,"Plaza Aviación, 190",f,f
1063,Cataluña,Lleida,Mollerussa,"Ronda Real, 7",t,t
1064,Cataluña,Lleida,Balaguer,"C/ Esperanza, 57",f,f
1065,Castilla-La Mancha,Toledo,Toledo,"Avda. Andalucía, 26",t,f
1066,Castilla-La Mancha,Toledo,Toledo,"C/ Victoria, 142",t,f
1067,Castilla-La Mancha,Toledo,Toledo,"C/ Arquitecto Gaudí, 6",t,f
1068,Castilla-La Mancha,Toledo,Toledo,"Calle Miguel Hernández, 105",t,f
1069,Castilla-La Mancha,Toledo,Toledo,"Avda. Mar, 64",f,f
1070,Castilla-La Mancha,Toledo,Toledo,"Avda. Ramón y Cajal, 178",f,f
1071,Castilla-La Mancha,Toledo,Toledo,"Ronda Sagasta, 107",f,t
1072,Castilla-La Mancha,Toledo,Toledo,"C/ Real, 198",t,f
1073,Castilla-La Mancha,Toledo,Toledo,"Calle Luna, 64",f,f
1074,Castilla-La Mancha,Toledo,Talavera de la Reina,"C/ San Pedro, 197",f,t
1075,Castilla-La Mancha,Toledo,Talavera de la Reina,"Calle San Francisco, 74",t,f
1076,Castilla-La Mancha,Toledo,Talavera de la Reina,"C/ Colón, 136",f,f
1077,Castilla-La Mancha,Toledo,Talavera de la Reina,"Calle Gloria, 127",f,f
1078,Castilla-La Mancha,Toledo,Talavera de la Reina,"Calle Pino, 72",t,f
1079,Castilla-La Mancha,Toledo,Talavera de la Reina,"Calle Teniente Coronel, 186",f,f
1080,Castilla-La Mancha,Toledo,Talavera de la Reina,"Plaza Industria, 83",t,f
1081,Castilla-La Mancha,Toledo,Illescas,"Ronda San Antonio, 17",t,f
1082,Castilla-La Mancha,Toledo,Illescas,"Ronda Pintor Sorolla, 66",t,t
1083,Castilla-La Mancha,Toledo,Illescas,"Paseo Santa María, 55",f,f
1084,Castilla-La Mancha,Toledo,Seseña,"C/ Santa Teresa, 130",f,f
1085,Castilla-La Mancha,Toledo,Seseña,"Plaza Doctor Fleming, 3",f,f
1086,Castilla-La Mancha,Toledo,Madridejos,"Avda. Pintor Sorolla, 123",f,f
1087,Castilla-La Mancha,Toledo,Madridejos,"C/ Miguel Hernández, 93",f,t
1088,Castilla-La Mancha,Toledo,Ocaña,"C/ Doctor Gregorio Marañón, 128",f,f
1089,Castilla-La Mancha,Toledo,Ocaña,"C/ Doctor Fleming, 77",f,f
1090,Castilla-La Mancha,Ciudad Real,Ciudad Real,"Plaza Poeta Nicolás Guillén, 57",f,f
1091,Castilla-La Mancha,Ciudad Real,Ciudad Real,"C/ Olivo, 187",t,t
1092,Castilla-La Mancha,Ciudad Real,Ciudad Real,"C/ Olivo, 47",t,t
1093,Castilla-La Mancha,Ciudad Real,Ciudad Real,"C/ Andalucía, 136",f,f
1094,Castilla-La Mancha,Ciudad Real,Ciudad Real,"C/ Luna, 148",t,f
1095,Castilla-La Mancha,Ciudad Real,Ciudad Real,"Calle Libertad, 182",f,f
1096,Castilla-La Mancha,Ciudad Real,Ciudad Real,"Ronda San Antonio, 180",t,f
1097,Castilla-La Mancha,Ciudad Real,Ciudad Real,"Paseo Doctor Gregorio Marañón, 132",f,f
1098,Castilla-La Mancha,Ciudad Real,Puertollano,"C/ Castelar, 98",f,t
1099,Castilla-La Mancha,Ciudad Real,Puertollano,"C/ Rey, 169",t,f
1100,Castilla-La Mancha,Ciudad Real,Puertollano,"Avda. Isabel II, 186",t,f
1101,Castilla-La Mancha,Ciudad Real,Puertollano,"C/ Poeta Lorca, 92",f,f
1102,Castilla-La Mancha,Ciudad Real,Puertollano,"C/ Trabajo, 124",t,f
1103,Castilla-La Mancha,Ciudad Real,Alcázar de San Juan,"Avda. Poeta Lorca, 139",t,f
1104,Castilla-La Mancha,Ciudad Real,Alcázar de San Juan,"C/ San José, 89",t,t
1105,Castilla-La Mancha,Ciudad Real,Alcázar de San Juan,"C/ Olivo, 31",f,f
1106,Castilla-La Mancha,Ciudad Real,Alcázar de San Juan,"C/ Sagasta, 32",t,f
1107,Castilla-La Mancha,Ciudad Real,Valdepeñas,"Avda. San Pedro, 64",f,f
1108,Castilla-La Mancha,Ciudad Real,Valdepeñas,"C/ Antonio Machado, 99",t,f
1109,Castilla-La Mancha,Ciudad Real,Valdepeñas,"C/ Victoria, 153",f,f
1110,Castilla-La Mancha,Ciudad Real,Manzanares,"Plaza Luna, 188",f,f
1111,Castilla-La Mancha,Ciudad Real,Manzanares,"C/ Libertad, 53",f,f
1112,Castilla-La Mancha,Ciudad Real,Manzanares,"Avda. San Juan, 140",t,f
1113,Castilla-La Mancha,Ciudad Real,Daimiel,"Paseo Industria, 174",f,f
1114,Castilla-La Mancha,Ciudad Real,Daimiel,"Plaza Río Guadalquivir, 83",f,f
1115,Castilla-La Mancha,Albacete,Albacete,"Paseo Primo de Rivera, 70",t,f
1116,Castilla-La Mancha,Albacete,Albacete,"Bulevar Cedro, 155",t,f
1117,Castilla-La Mancha,Albacete,Albacete,"C/ Colón, 177",t,t
1118,Castilla-La Mancha,Albacete,Albacete,"Ronda General Mola, 123",t,f
1119,Castilla-La Mancha,Albacete,Albacete,"C/ Mar, 168",f,f
1120,Castilla-La Mancha,Albacete,Albacete,"C/ Castelar, 197",f,f
1121,Castilla-La Mancha,Albacete,Albacete,"Plaza Aragón, 148",f,f
1122,Castilla-La Mancha,Albacete,Albacete,"Avda. Duque, 79",t,f
1123,Castilla-La Mancha,Albacete,Hellín,"Ronda General Mola, 88",t,f
1124,Castilla-La Mancha,Albacete,Hellín,"Avda. Río Ebro, 10",f,f
1125,Castilla-La Mancha,Albacete,Almansa,"Bulevar Federico Chopin, 123",t,f
1126,Castilla-La Mancha,Albacete,Almansa,"C/ Real, 87",t,f
1127,Castilla-La Mancha,Albacete,La Roda,"C/ Galicia, 12",f,t
1128,Castilla-La Mancha,Albacete,Caudete,"C/ Olivo, 83",f,f
1129,Castilla-La Mancha,Guadalajara,Guadalajara,"Calle Constitución, 158",f,f
1130,Castilla-La Mancha,Guadalajara,Guadalajara,"C/ Doctor Marañón, 69",f,f
1131,Castilla-La Mancha,Guadalajara,Guadalajara,"Plaza Santa Teresa, 96",f,f
1132,Castilla-La Mancha,Guadalajara,Guadalajara,"C/ Ramón y Cajal, 136",t,f
1133,Castilla-La Mancha,Guadalajara,Guadalajara,"C/ Gloria, 80",f,f
1134,Castilla-La Mancha,Guadalajara,Guadalajara,"Avda. Notario, 125",t,f
1135,Castilla-La Mancha,Guadalajara,Guadalajara,"C/ Mar, 14",t,f
1136,Castilla-La Mancha,Guadalajara,Azuqueca de Henares,"C/ Mayor, 80",f,t
1137,Castilla-La Mancha,Guadalajara,Azuqueca de Henares,"Paseo América, 152",f,f
1138,Castilla-La Mancha,Guadalajara,Azuqueca de Henares,"C/ Aragón, 142",f,f
1139,Castilla-La Mancha,Guadalajara,Azuqueca de Henares,"Bulevar Santa Teresa, 7",f,f
1140,Castilla-La Mancha,Guadalajara,Cabanillas del Campo,"Paseo San Pedro, 185",t,f
1141,Castilla-La Mancha,Guadalajara,Cabanillas del Campo,"C/ Río Turia, 33",t,f
1142,Castilla-La Mancha,Cuenca,Cuenca,"Calle Pino, 58",f,f
1143,Castilla-La Mancha,Cuenca,Cuenca,"C/ General Mola, 74",t,f
1144,Castilla-La Mancha,Cuenca,Cuenca,"C/ Almendro, 45",t,t
1145,Castilla-La Mancha,Cuenca,Cuenca,"Plaza África, 198",f,f
1146,Castilla-La Mancha,Cuenca,Tarancón,"Paseo Constitución, 123",f,f
1147,Castilla-La Mancha,Cuenca,Tarancón,"C/ Reina, 180",f,f
1148,Castilla-La Mancha,Cuenca,Motilla del Palancar,"Bulevar Primo de Rivera, 106",t,f
1149,Castilla-La Mancha,Cuenca,Motilla del Palancar,"Plaza Río Ebro, 111",f,f
1150,Región de Murcia,Murcia,Murcia,"C/ Río Ebro, 27",t,f
1151,Región de Murcia,Murcia,Murcia,"C/ Doctor Marañón, 161",f,t
1152,Región de Murcia,Murcia,Murcia,"Avda. Pintor Sorolla, 193",f,f
1153,Región de Murcia,Murcia,Murcia,"C/ Trabajo, 140",f,f
1154,Región de Murcia,Murcia,Murcia,"C/ Galicia, 49",f,f
1155,Región de Murcia,Murcia,Murcia,"Plaza Comercio, 149",f,f
1156,Región de Murcia,Murcia,Murcia,"Paseo Miguel Hernández, 92",f,f
1157,Región de Murcia,Murcia,Murcia,"Ronda Abogado, 173",f,f
1158,Región de Murcia,Murcia,Murcia,"C/ Río Turia, 175",f,f
1159,Región de Murcia,Murcia,Murcia,"Avda. Teniente Coronel, 25",f,f
1160,Región de Murcia,Murcia,Murcia,"Bulevar Farmacéutico, 147",t,f
1161,Región de Murcia,Murcia,Murcia,"Paseo Poeta Lorca, 65",f,f
1162,Región de Murcia,Murcia,Murcia,"C/ Real, 26",t,t
1163,Región de Murcia,Murcia,Murcia,"Ronda Rey, 122",t,t
1164,Región de Murcia,Murcia,Murcia,"Paseo Poeta Lorca, 181",f,f
1165,Región de Murcia,Murcia,Murcia,"Paseo América, 150",f,f
1166,Región de Murcia,Murcia,Murcia,"Calle Conde, 186",t,f
1167,Región de Murcia,Murcia,Murcia,"Paseo Fuente, 53",f,f
1168,Región de Murcia,Murcia,Murcia,"C/ Santa Teresa, 87",f,f
1169,Región de Murcia,Murcia,Murcia,"C/ Calvo Sotelo, 90",f,f
1170,Región de Murcia,Murcia,Murcia,"C/ Andalucía, 127",t,f
1171,Región de Murcia,Murcia,Murcia,"Plaza Poeta Lorca, 145",t,t
1172,Región de Murcia,Murcia,Murcia,"C/ Sagasta, 128",f,t
1173,Región de Murcia,Murcia,Cartagena,"C/ Trabajo, 60",t,f
1174,Región de Murcia,Murcia,Cartagena,"C/ Maestro Falla, 1",t,f
1175,Región de Murcia,Murcia,Cartagena,"C/ Isabel II, 121",f,f
1176,Región de Murcia,Murcia,Cartagena,"Avda. Poeta Lorca, 179",f,f
1177,Región de Murcia,Murcia,Cartagena,"Avda. Cedro, 49",f,f
1178,Región de Murcia,Murcia,Cartagena,"Calle Comercio, 164",f,f
1179,Región de Murcia,Murcia,Cartagena,"C/ Trabajo, 130",f,f
1180,Región de Murcia,Murcia,Cartagena,"Bulevar Esperanza, 74",t,f
1181,Región de Murcia,Murcia,Cartagena,"Paseo Luna, 38",t,f
1182,Región de Murcia,Murcia,Cartagena,"C/ Castilla, 110",t,f
1183,Región de Murcia,Murcia,Lorca,"Bulevar Reina, 186",f,f
1184,Región de Murcia,Murcia,Lorca,"C/ Antonio Machado, 133",f,f
1185,Región de Murcia,Murcia,Lorca,"Paseo Antonio Machado, 17",f,f
1186,Región de Murcia,Murcia,Lorca,"Avda. Maestra Justa, 146",f,f
1187,Región de Murcia,Murcia,Lorca,"Bulevar Aragón, 119",f,t
1188,Región de Murcia,Murcia,Molina de Segura,"C/ Constitución, 9",f,f
1189,Región de Murcia,Murcia,Molina de Segura,"Calle Luna, 109",f,f
1190,Región de Murcia,Murcia,Molina de Segura,"Paseo San Francisco, 97",t,t
1191,Región de Murcia,Murcia,Molina de Segura,"C/ Río Guadalquivir, 50",f,f
1192,Región de Murcia,Murcia,Molina de Segura,"Avda. Rey, 184",t,f
1193,Región de Murcia,Murcia,Alcantarilla,"C/ Calvo Sotelo, 96",t,f
1194,Región de Murcia,Murcia,Alcantarilla,"C/ Constitución, 55",f,f
1195,Región de Murcia,Murcia,Alcantarilla,"C/ Doctor Fleming, 198",t,t
1196,Región de Murcia,Murcia,Yecla,"C/ Poeta Machado, 128",f,t
1197,Región de Murcia,Murcia,Yecla,"Avda. Andalucía, 143",f,f
1198,Región de Murcia,Murcia,Yecla,"Bulevar Fuente, 64",f,t
1199,Región de Murcia,Murcia,Yecla,"Paseo Fuente, 182",f,f
1200,Región de Murcia,Murcia,Jumilla,"C/ Independencia, 157",t,t
1201,Región de Murcia,Murcia,Jumilla,"Ronda General Mola, 129",f,f
1202,Región de Murcia,Murcia,Jumilla,"C/ Primo de Rivera, 1",f,f
1203,Región de Murcia,Murcia,Cieza,"C/ Santa Teresa, 166",t,f
1204,Región de Murcia,Murcia,Cieza,"Avda. Asia, 38",f,f
1205,Región de Murcia,Murcia,Caravaca de la Cruz,"Plaza Doctor Severo Ochoa, 1",f,f
1206,Región de Murcia,Murcia,Caravaca de la Cruz,"Calle Cataluña, 1",f,f
1207,Región de Murcia,Murcia,Alhama de Murcia,"C/ Río Segura, 184",t,f
1208,Región de Murcia,Murcia,Totana,"C/ Pino, 27",f,f
1209,Región de Murcia,Murcia,San Pedro del Pinatar,"C/ Río Ebro, 15",f,t
1210,Región de Murcia,Murcia,San Pedro del Pinatar,"Plaza Industria, 7",t,f
1211,Región de Murcia,Murcia,Torre-Pacheco,"C/ Pino, 165",f,f
1212,Región de Murcia,Murcia,Torre-Pacheco,"C/ Castilla, 156",t,t
1213,Castilla y León,Valladolid,Valladolid,"Avda. Aeropuerto, 113",f,f
1214,Castilla y León,Valladolid,Valladolid,"Avda. Miguel Hernández, 129",f,f
1215,Castilla y León,Valladolid,Valladolid,"Calle Valencia, 195",f,f
1216,Castilla y León,Valladolid,Valladolid,"Ronda Olivo, 108",f,f
1217,Castilla y León,Valladolid,Valladolid,"C/ Valencia, 73",f,f
1218,Castilla y León,Valladolid,Valladolid,"C/ Doctor Marañón, 72",f,f
1219,Castilla y León,Valladolid,Valladolid,"Ronda Doctor Fleming, 3",t,t
1220,Castilla y León,Valladolid,Valladolid,"Bulevar San Francisco, 131",t,f
1221,Castilla y León,Valladolid,Valladolid,"Paseo Castilla, 143",f,f
1222,Castilla y León,Valladolid,Valladolid,"C/ Ramón y Cajal, 4",f,f
1223,Castilla y León,Valladolid,Valladolid,"C/ Mar, 124",f,f
1224,Castilla y León,Valladolid,Valladolid,"Calle Doctor Severo Ochoa, 44",t,t
1225,Castilla y León,Valladolid,Laguna de Duero,"Avda. Fuente, 190",f,f
1226,Castilla y León,Valladolid,Laguna de Duero,"C/ Poeta Machado, 35",f,f
1227,Castilla y León,Valladolid,Laguna de Duero,"C/ Poeta Nicolás Guillén, 192",f,f
1228,Castilla y León,Valladolid,Medina del Campo,"C/ Cedro, 156",f,f
1229,Castilla y León,Valladolid,Medina del Campo,"Ronda Mayor, 40",f,f
1230,Castilla y León,Burgos,Burgos,"Calle Federico García Lorca, 50",f,f
1231,Castilla y León,Burgos,Burgos,"Paseo Roble, 196",t,f
1232,Castilla y León,Burgos,Burgos,"C/ Teniente Coronel, 55",t,f
1233,Castilla y León,Burgos,Burgos,"C/ Abogado, 152",t,t
1234,Castilla y León,Burgos,Burgos,"C/ Poeta Lorca, 178",t,f
1235,Castilla y León,Burgos,Burgos,"Bulevar Doctor Gregorio Marañón, 35",f,f
1236,Castilla y León,Burgos,Burgos,"C/ Europa, 10",f,f
1237,Castilla y León,Burgos,Burgos,"Paseo Jovellanos, 126",t,f
1238,Castilla y León,Burgos,Burgos,"C/ Real, 192",t,f
1239,Castilla y León,Burgos,Miranda de Ebro,"Ronda Almendro, 52",f,f
1240,Castilla y León,Burgos,Miranda de Ebro,"Calle Aragón, 118",f,f
1241,Castilla y León,Burgos,Miranda de Ebro,"C/ Castelar, 34",f,f
1242,Castilla y León,Burgos,Miranda de Ebro,"Bulevar Cataluña, 153",f,f
1243,Castilla y León,Burgos,Aranda de Duero,"Ronda Federico García Lorca, 108",f,t
1244,Castilla y León,Burgos,Aranda de Duero,"C/ Aeropuerto, 197",f,f
1245,Castilla y León,Burgos,Aranda de Duero,"C/ Europa, 177",t,f
1246,Castilla y León,Salamanca,Salamanca,"Avda. Infanta, 74",t,f
1247,Castilla y León,Salamanca,Salamanca,"C/ Arquitecto Gaudí, 153",t,f
1248,Castilla y León,Salamanca,Salamanca,"C/ General Perón, 14",f,f
1249,Castilla y León,Salamanca,Salamanca,"Avda. Castilla, 139",t,f
1250,Castilla y León,Salamanca,Salamanca,"Plaza Santa Ana, 118",t,f
1251,Castilla y León,Salamanca,Salamanca,"Bulevar Roble, 139",f,f
1252,Castilla y León,Salamanca,Salamanca,"Paseo Rey, 69",f,t
1253,Castilla y León,Salamanca,Salamanca,"Ronda Cedro, 148",f,f
1254,Castilla y León,Salamanca,Béjar,"C/ Asia, 72",t,f
1255,Castilla y León,Salamanca,Béjar,"C/ Pintor Sorolla, 170",t,f
1256,Castilla y León,Salamanca,Ciudad Rodrigo,"Calle Infanta, 147",t,f
1257,Castilla y León,Salamanca,Ciudad Rodrigo,"Paseo Isabel II, 16",t,f
1258,Castilla y León,León,León,"Ronda Industria, 10",f,f
1259,Castilla y León,León,León,"Plaza Asia, 83",f,t
1260,Castilla y León,León,León,"C/ Federico Chopin, 133",f,f
1261,Castilla y León,León,León,"C/ Aragón, 61",f,f
1262,Castilla y León,León,León,"Calle Aviación, 139",f,f
1263,Castilla y León,León,León,"Paseo Notario, 40",f,t
1264,Castilla y León,León,León,"C/ Príncipe, 77",t,f
1265,Castilla y León,León,Ponferrada,"C/ Maestro Falla, 134",f,f
1266,Castilla y León,León,Ponferrada,"Plaza Maestro Rodrigo, 81",f,f
1267,Castilla y León,León,Ponferrada,"C/ Cervantes, 145",f,f
1268,Castilla y León,León,Ponferrada,"Paseo Beethoven, 139",t,t
1269,Castilla y León,León,San Andrés del Rabanedo,"Ronda Conde, 159",f,t
1270,Castilla y León,León,San Andrés del Rabanedo,"Avda. Arquitecto Gaudí, 86",f,f
1271,Castilla y León,Zamora,Zamora,"C/ Arquitecto Gaudí, 41",t,f
1272,Castilla y León,Zamora,Zamora,"Plaza Roble, 85",t,f
1273,Castilla y León,Zamora,Zamora,"C/ San Francisco, 23",f,f
1274,Castilla y León,Zamora,Zamora,"C/ Andalucía, 184",f,f
1275,Castilla y León,Zamora,Benavente,"Ronda Pintor Sorolla, 99",f,f
1276,Castilla y León,Zamora,Benavente,"C/ Maestra Justa, 64",f,f
1277,Castilla y León,Segovia,Segovia,"C/ Galicia, 112",f,f
1278,Castilla y León,Segovia,Segovia,"Bulevar Castilla, 148",t,t
1279,Castilla y León,Segovia,Segovia,"Bulevar San José, 136",f,t
1280,Castilla y León,Segovia,Cuéllar,"C/ Escultor Benlliure, 190",f,f
1281,Castilla y León,Ávila,Ávila,"C/ Cruz, 60",t,f
1282,Castilla y León,Ávila,Ávila,"Ronda Galicia, 14",t,f
1283,Castilla y León,Palencia,Palencia,"Calle San Francisco, 79",f,f
1284,Castilla y León,Palencia,Palencia,"Paseo Gran Vía, 40",f,f
1285,Castilla y León,Palencia,Palencia,"C/ Cedro, 47",t,f
1286,Castilla y León,Palencia,Palencia,"Bulevar África, 194",f,f
1287,Castilla y León,Palencia,Guardo,"Calle San Francisco, 35",f,f
1288,Castilla y León,Palencia,Guardo,"C/ Duque, 45",t,f
1289,Castilla y León,Soria,Soria,"C/ Príncipe, 30",t,f
1290,Castilla y León,Soria,Soria,"C/ Miguel Hernández, 136",f,f
1291,Canarias,Santa Cruz de Tenerife,Santa Cruz de Tenerife,"Ronda Maestro Rodrigo, 3",f,f
1292,Canarias,Santa Cruz de Tenerife,Santa Cruz de Tenerife,"Plaza Isabel II, 188",t,f
1293,Canarias,Santa Cruz de Tenerife,Santa Cruz de Tenerife,"Paseo Poeta Machado, 3",f,f
1294,Canarias,Santa Cruz de Tenerife,Santa Cruz de Tenerife,"Bulevar Poeta Lorca, 9",t,f
1295,Canarias,Santa Cruz de Tenerife,Santa Cruz de Tenerife,"C/ Gran Vía, 90",f,f
1296,Canarias,Santa Cruz de Tenerife,Santa Cruz de Tenerife,"C/ Almendro, 71",f,f
1297,Canarias,Santa Cruz de Tenerife,Santa Cruz de Tenerife,"Paseo San Francisco, 107",f,f
1298,Canarias,Santa Cruz de Tenerife,Santa Cruz de Tenerife,"Paseo Infanta, 112",f,f
1299,Canarias,Santa Cruz de Tenerife,Santa Cruz de Tenerife,"Ronda Almendro, 200",t,t
1300,Canarias,Santa Cruz de Tenerife,Santa Cruz de Tenerife,"C/ Andalucía, 86",f,f
1301,Canarias,Santa Cruz de Tenerife,La Laguna,"C/ Doctor Fleming, 112",f,f
1302,Canarias,Santa Cruz de Tenerife,La Laguna,"Calle Aragón, 166",t,f
1303,Canarias,Santa Cruz de Tenerife,La Laguna,"C/ Poeta Lorca, 183",f,f
1304,Canarias,Santa Cruz de Tenerife,La Laguna,"C/ Cervantes, 21",t,f
1305,Canarias,Santa Cruz de Tenerife,La Laguna,"Paseo Doctor Gregorio Marañón, 101",t,f
1306,Canarias,Santa Cruz de Tenerife,La Laguna,"C/ Sol, 7",t,f
1307,Canarias,Santa Cruz de Tenerife,Arona,"Plaza Gran Vía, 132",f,f
1308,Canarias,Santa Cruz de Tenerife,Arona,"Bulevar Independencia, 135",t,f
1309,Canarias,Santa Cruz de Tenerife,Arona,"Ronda Jovellanos, 37",f,t
1310,Canarias,Santa Cruz de Tenerife,Adeje,"C/ Olivo, 16",f,f
1311,Canarias,Santa Cruz de Tenerife,Adeje,"C/ España, 149",t,f
1312,Canarias,Santa Cruz de Tenerife,Adeje,"Plaza Galicia, 139",f,t
1313,Canarias,Santa Cruz de Tenerife,Puerto de la Cruz,"Bulevar España, 161",f,f
1314,Canarias,Santa Cruz de Tenerife,Puerto de la Cruz,"Calle Fuente, 192",f,f
1315,Canarias,Santa Cruz de Tenerife,Granadilla de Abona,"C/ General Mola, 177",f,f
1316,Canarias,Santa Cruz de Tenerife,Granadilla de Abona,"Calle Independencia, 20",f,t
1317,Canarias,Santa Cruz de Tenerife,Los Llanos de Aridane,"Calle Alfonso XIII, 13",f,f
1318,Canarias,Santa Cruz de Tenerife,Los Llanos de Aridane,"C/ Alfonso XIII, 130",f,t
1319,Canarias,Las Palmas,Las Palmas de Gran Canaria,"C/ España, 130",t,f
1320,Canarias,Las Palmas,Las Palmas de Gran Canaria,"C/ Cervantes, 114",t,f
1321,Canarias,Las Palmas,Las Palmas de Gran Canaria,"Plaza Aragón, 48",t,f
1322,Canarias,Las Palmas,Las Palmas de Gran Canaria,"Paseo Río Segura, 122",f,f
1323,Canarias,Las Palmas,Las Palmas de Gran Canaria,"Ronda Santa María, 16",f,f
1324,Canarias,Las Palmas,Las Palmas de Gran Canaria,"Ronda Río Segura, 24",f,f
1325,Canarias,Las Palmas,Las Palmas de Gran Canaria,"Avda. San Antonio, 22",t,f
1326,Canarias,Las Palmas,Las Palmas de Gran Canaria,"Calle Naranjo, 141",f,f
1327,Canarias,Las Palmas,Las Palmas de Gran Canaria,"C/ Andalucía, 87",f,f
1328,Canarias,Las Palmas,Las Palmas de Gran Canaria,"Avda. Periodista, 54",f,f
1329,Canarias,Las Palmas,Las Palmas de Gran Canaria,"Calle Roble, 196",f,f
1330,Canarias,Las Palmas,Telde,"Calle Valencia, 68",t,f
1331,Canarias,Las Palmas,Telde,"Calle Conde, 135",f,f
1332,Canarias,Las Palmas,Telde,"Paseo Santa María, 34",f,t
1333,Canarias,Las Palmas,Telde,"C/ Escultor Benlliure, 73",t,f
1334,Canarias,Las Palmas,Santa Lucía de Tirajana,"Paseo Río Ebro, 79",f,f
1335,Canarias,Las Palmas,Santa Lucía de Tirajana,"C/ Federico Chopin, 110",t,f
1336,Canarias,Las Palmas,Arucas,"Plaza Independencia, 160",f,f
1337,Canarias,Las Palmas,Arucas,"Bulevar Teniente Coronel, 108",f,f
1338,Canarias,Las Palmas,San Bartolomé de Tirajana,"Plaza Castelar, 165",f,f
1339,Canarias,Las Palmas,San Bartolomé de Tirajana,"C/ Constitución, 150",f,f
1340,Canarias,Las Palmas,Mogán,"Plaza Doctor Severo Ochoa, 138",t,f
1341,Euskadi,Vizcaya,Bilbao,"Paseo Doctor Marañón, 39",f,f
1342,Euskadi,Vizcaya,Bilbao,"Paseo Almendro, 113",t,f
1343,Euskadi,Vizcaya,Bilbao,"C/ Real, 192",t,f
1344,Euskadi,Vizcaya,Bilbao,"Bulevar Reina, 162",f,f
1345,Euskadi,Vizcaya,Bilbao,"C/ Naranjo, 197",f,f
1346,Euskadi,Vizcaya,Bilbao,"C/ Abogado, 179",t,f
1347,Euskadi,Vizcaya,Bilbao,"Avda. San Pedro, 16",f,f
1348,Euskadi,Vizcaya,Bilbao,"C/ Paz, 109",f,f
1349,Euskadi,Vizcaya,Bilbao,"C/ Paz, 40",f,f
1350,Euskadi,Vizcaya,Bilbao,"Plaza Cataluña, 117",f,f
1351,Euskadi,Vizcaya,Bilbao,"Paseo Castilla, 140",f,f
1352,Euskadi,Vizcaya,Barakaldo,"C/ Real, 85",t,t
1353,Euskadi,Vizcaya,Barakaldo,"Bulevar Asia, 112",f,t
1354,Euskadi,Vizcaya,Barakaldo,"C/ Ramón y Cajal, 152",f,f
1355,Euskadi,Vizcaya,Barakaldo,"Bulevar Colón, 27",f,f
1356,Euskadi,Vizcaya,Barakaldo,"C/ Aeropuerto, 146",f,f
1357,Euskadi,Vizcaya,Getxo,"Plaza Jovellanos, 52",t,f
1358,Euskadi,Vizcaya,Getxo,"C/ Calvo Sotelo, 5",t,f
1359,Euskadi,Vizcaya,Getxo,"Bulevar Doctor Marañón, 124",f,f
1360,Euskadi,Vizcaya,Basauri,"Avda. Doctor Marañón, 198",t,f
1361,Euskadi,Vizcaya,Basauri,"Plaza Sol, 75",f,f
1362,Euskadi,Vizcaya,Basauri,"Avda. Naranjo, 85",f,f
1363,Euskadi,Vizcaya,Basauri,"C/ Farmacéutico, 48",t,f
1364,Euskadi,Vizcaya,Sestao,"Plaza Doctor Fleming, 47",f,f
1365,Euskadi,Vizcaya,Sestao,"C/ Asia, 97",t,f
1366,Euskadi,Vizcaya,Sestao,"C/ San Antonio, 117",t,f
1367,Euskadi,Vizcaya,Leioa,"C/ Industria, 192",f,f
1368,Euskadi,Vizcaya,Leioa,"C/ Río Segura, 46",f,t
1369,Euskadi,Vizcaya,Leioa,"Bulevar Asia, 139",f,f
1370,Euskadi,Vizcaya,Durango,"Avda. Maestro Rodrigo, 65",f,t
1371,Euskadi,Vizcaya,Durango,"Calle Ramón y Cajal, 189",t,f
1372,Euskadi,Vizcaya,Durango,"C/ Río Guadalquivir, 160",f,t
1373,Euskadi,Vizcaya,Erandio,"Calle San Francisco, 160",t,t
1374,Euskadi,Vizcaya,Erandio,"C/ África, 112",t,f
1375,Euskadi,Guipúzcoa,Donostia-San Sebastián,"Bulevar Valencia, 120",f,t
1376,Euskadi,Guipúzcoa,Donostia-San Sebastián,"C/ Doctor Marañón, 33",f,f
1377,Euskadi,Guipúzcoa,Donostia-San Sebastián,"Bulevar Cedro, 125",t,f
1378,Euskadi,Guipúzcoa,Donostia-San Sebastián,"Avda. Esperanza, 130",t,f
1379,Euskadi,Guipúzcoa,Donostia-San Sebastián,"Paseo Aeropuerto, 81",t,f
1380,Euskadi,Guipúzcoa,Donostia-San Sebastián,"C/ Primo de Rivera, 200",f,t
1381,Euskadi,Guipúzcoa,Donostia-San Sebastián,"Paseo Maestra Justa, 31",t,f
