invoice_id,sale_id,delivery_id,customer_id,invoice_date,subtotal_net,tax_breakdown,tax_amount,total_gross,due_date,payment_days,payment_status,payment_date
FAC-2024-0001479,SO-2024-0001479,ALB-2024-0000939,CUST_34871A9C672A,2024-10-11,11.1,"{'4%': 0.06, '10%': 0.48, '21%': 1.03}",1.57,12.67,2024-10-11,0,paid,2024-10-11
FAC-2024-0001480,SO-2024-0001480,ALB-2024-0000940,CUST_513A986F9025,2024-10-08,107.51,"{'4%': 0.51, '10%': 5.3, '21%': 8.78}",14.59,122.1,2024-10-08,0,paid,2024-10-09
FAC-2024-0001481,SO-2024-0001481,ALB-2024-0000941,CUST_978613281726,2024-10-10,70.06,"{'4%': 0.51, '10%': 0.82, '21%': 10.31}",11.64,81.7,2024-10-10,0,paid,2024-10-10
FAC-2024-0001482,SO-2024-0001482,ALB-2024-0000942,CUST_FBE9DBC080FD,2024-10-09,12.48,"{'4%': 0.05, '10%': 0.66, '21%': 0.94}",1.65,14.13,2024-10-09,0,paid,2024-10-10
FAC-2024-0001483,SO-2024-0001483,,CUST_4D29345512F7,2024-10-07,60.65,"{'4%': 0.54, '10%': 3.22, '21%': 3.13}",6.89,67.54,2024-10-07,0,paid,2024-10-07
FAC-2024-0001484,SO-2024-0001484,ALB-2024-0000943,CUST_FBA6CDBCC653,2024-10-09,98.08,"{'4%': 0.57, '10%': 3.9, '21%': 9.41}",13.88,111.96,2024-10-24,15,pending,
FAC-2024-0001485,SO-2024-0001485,,CUST_30B1310C0C00,2024-10-08,105.64,"{'4%': 0.21, '10%': 6.14, '21%': 8.18}",14.53,120.17,2024-10-08,0,paid,2024-10-09
FAC-2024-0001486,SO-2024-0001486,ALB-2024-0000944,CUST_80BB6EC01269,2024-10-09,39.81,"{'4%': 0.0, '10%': 3.65, '21%': 0.7}",4.35,44.16,2024-10-24,15,pending,
FAC-2024-0001487,SO-2024-0001487,ALB-2024-0000945,CUST_A383DB2C6AC8,2024-10-11,9.5,"{'4%': 0.08, '10%': 0.54, '21%': 0.43}",1.05,10.55,2024-10-11,0,paid,2024-10-11
FAC-2024-0001488,SO-2024-0001488,,CUST_1A57C5F8E2F8,2024-10-08,49.81,"{'4%': 0.55, '10%': 2.78, '21%': 1.72}",5.05,54.86,2024-10-08,0,paid,2024-10-09
FAC-2024-0001489,SO-2024-0001489,ALB-2024-0000946,CUST_0E61171B1B80,2024-10-10,11.2,"{'4%': 0.04, '10%': 0.63, '21%': 0.8}",1.47,12.67,2024-10-10,0,paid,2024-10-11
FAC-2024-0001490,SO-2024-0001490,ALB-2024-0000947,CUST_A66F39669FA7,2024-10-13,20.23,"{'4%': 0.0, '10%': 0.0, '21%': 4.25}",4.25,24.48,2024-10-13,0,paid,2024-10-14
FAC-2024-0001491,SO-2024-0001491,ALB-2024-0000948,CUST_585A7BFDCC12,2024-10-10,97.98,"{'4%': 0.89, '10%': 6.33, '21%': 2.59}",9.81,107.79,2024-10-10,0,paid,2024-10-11
FAC-2024-0001492,SO-2024-0001492,,CUST_98159D713084,2024-10-09,90.4,"{'4%': 0.51, '10%': 5.86, '21%': 3.99}",10.36,100.76,2024-10-09,0,paid,2024-10-09
FAC-2024-0001493,SO-2024-0001493,,CUST_9A6C52171C88,2024-10-09,26.64,"{'4%': 0.46, '10%': 1.52, '21%': 0.0}",1.98,28.62,2024-10-09,0,paid,2024-10-10
FAC-2024-0001494,SO-2024-0001494,ALB-2024-0000949,CUST_C1D7F3025D16,2024-10-12,57.56,"{'4%': 0.6, '10%': 1.72, '21%': 5.32}",7.64,65.2,2024-11-11,30,pending,
FAC-2024-0001495,SO-2024-0001495,ALB-2024-0000950,CUST_A66F39669FA7,2024-10-14,32.9,"{'4%': 0.67, '10%': 1.1, '21%': 1.1}",2.87,35.77,2024-10-14,0,paid,2024-10-14
FAC-2024-0001496,SO-2024-0001496,,CUST_49A2F7E8F8E5,2024-10-10,39.6,"{'4%': 0.0, '10%': 3.5, '21%': 0.96}",4.46,44.06,2024-10-10,0,paid,2024-10-10
FAC-2024-0001497,SO-2024-0001497,ALB-2024-0000951,CUST_A383DB2C6AC8,2024-10-13,25.96,"{'4%': 0.76, '10%': 0.0, '21%': 1.45}",2.21,28.17,2024-10-13,0,paid,2024-10-13
FAC-2024-0001498,SO-2024-0001498,,CUST_562819DD3E8C,2024-10-10,72.81,"{'4%': 1.27, '10%': 2.53, '21%': 3.32}",7.12,79.93,2024-11-09,30,pending,
FAC-2024-0001499,SO-2024-0001499,ALB-2024-0000952,CUST_42D951976E75,2024-10-12,33.14,"{'4%': 0.0, '10%': 3.0, '21%': 0.66}",3.66,36.8,2024-10-12,0,paid,2024-10-13
FAC-2024-0001500,SO-2024-0001500,,CUST_4D71B41B3143,2024-10-11,30.13,"{'4%': 0.34, '10%': 1.89, '21%': 0.59}",2.82,32.95,2024-10-11,0,paid,2024-10-11
FAC-2024-0001501,SO-2024-0001501,ALB-2024-0000953,CUST_6DAA8861FE18,2024-10-13,10.25,"{'4%': 0.0, '10%': 0.32, '21%': 1.49}",1.81,12.06,2024-10-13,0,paid,2024-10-13
FAC-2024-0001502,SO-2024-0001502,,CUST_49A2F7E8F8E5,2024-10-11,43.86,"{'4%': 0.0, '10%': 4.39, '21%': 0.0}",4.39,48.25,2024-10-11,0,paid,2024-10-11
FAC-2024-0001503,SO-2024-0001503,ALB-2024-0000954,CUST_9A3A6E3C4532,2024-10-12,16.77,"{'4%': 0.06, '10%': 0.28, '21%': 2.62}",2.96,19.73,2024-10-12,0,paid,2024-10-12
FAC-2024-0001504,SO-2024-0001504,,CUST_80BB6EC01269,2024-10-11,36.04,"{'4%': 0.16, '10%': 1.78, '21%': 2.97}",4.91,40.95,2024-10-26,15,pending,
FAC-2024-0001505,SO-2024-0001505,,CUST_4A94CC351E4F,2024-10-11,52.77,"{'4%': 1.28, '10%': 1.91, '21%': 0.35}",3.54,56.31,2024-10-26,15,pending,
FAC-2024-0001506,SO-2024-0001506,,CUST_34871A9C672A,2024-10-11,11.32,"{'4%': 0.0, '10%': 0.16, '21%': 2.05}",2.21,13.53,2024-10-11,0,paid,2024-10-12
FAC-2024-0001507,SO-2024-0001507,ALB-2024-0000955,CUST_9DF29E825AAE,2024-10-14,109.13,"{'4%': 0.14, '10%': 8.91, '21%': 3.45}",12.5,121.63,2024-10-14,0,paid,2024-10-14
FAC-2024-0001508,SO-2024-0001508,ALB-2024-0000956,CUST_AB0B15F0EA19,2024-10-14,56.82,"{'4%': 0.32, '10%': 3.04, '21%': 3.86}",7.22,64.04,2024-10-14,0,paid,2024-10-15
FAC-2024-0001509,SO-2024-0001509,,CUST_C1D7F3025D16,2024-10-11,59.26,"{'4%': 1.52, '10%': 0.94, '21%': 2.48}",4.94,64.2,2024-11-10,30,pending,
FAC-2024-0001510,SO-2024-0001510,,CUST_4D71B41B3143,2024-10-12,33.03,"{'4%': 1.22, '10%': 0.26, '21%': 0.0}",1.48,34.51,2024-10-12,0,paid,2024-10-12
FAC-2024-0001511,SO-2024-0001511,ALB-2024-0000957,CUST_4BB0B27C4026,2024-10-16,59.49,"{'4%': 2.33, '10%': 0.0, '21%': 0.26}",2.59,62.08,2024-10-16,0,paid,2024-10-16
FAC-2024-0001512,SO-2024-0001512,ALB-2024-0000958,CUST_F157018267C4,2024-10-15,119.4,"{'4%': 3.51, '10%': 1.5, '21%': 3.48}",8.49,127.89,2024-10-15,0,paid,2024-10-15
FAC-2024-0001513,SO-2024-0001513,ALB-2024-0000959,CUST_9C2EEA4E3617,2024-10-13,42.34,"{'4%': 0.06, '10%': 3.34, '21%': 1.56}",4.96,47.3,2024-10-13,0,paid,2024-10-14
FAC-2024-0001514,SO-2024-0001514,,CUST_45F52E2FBF77,2024-10-12,39.94,"{'4%': 0.16, '10%': 0.91, '21%': 5.65}",6.72,46.66,2024-10-27,15,pending,
FAC-2024-0001515,SO-2024-0001515,,CUST_284C27D415B6,2024-10-12,120.62,"{'4%': 1.9, '10%': 4.81, '21%': 5.28}",11.99,132.61,2024-10-12,0,paid,2024-10-13
FAC-2024-0001516,SO-2024-0001516,ALB-2024-0000960,CUST_12B2940C3503,2024-10-14,33.32,"{'4%': 0.17, '10%': 2.63, '21%': 0.6}",3.4,36.72,2024-10-14,0,paid,2024-10-14
FAC-2024-0001517,SO-2024-0001517,,CUST_DD920DB977A9,2024-10-12,31.67,"{'4%': 0.4, '10%': 0.21, '21%': 4.11}",4.72,36.39,2024-10-12,0,paid,2024-10-12
FAC-2024-0001518,SO-2024-0001518,ALB-2024-0000961,CUST_FE89D9CB3540,2024-10-15,57.4,"{'4%': 0.93, '10%': 2.85, '21%': 1.16}",4.94,62.34,2024-10-15,0,paid,2024-10-15
FAC-2024-0001519,SO-2024-0001519,ALB-2024-0000962,CUST_42D951976E75,2024-10-15,23.77,"{'4%': 0.26, '10%': 0.1, '21%': 3.42}",3.78,27.55,2024-10-15,0,paid,2024-10-15
FAC-2024-0001520,SO-2024-0001520,ALB-2024-0000963,CUST_008D610461E3,2024-10-20,54.8,"{'4%': 0.35, '10%': 1.47, '21%': 6.6}",8.42,63.22,2024-10-20,0,paid,2024-10-20
FAC-2024-0001521,SO-2024-0001521,ALB-2024-0000964,CUST_14F9FA207403,2024-10-16,103.55,"{'4%': 0.38, '10%': 6.25, '21%': 6.63}",13.26,116.81,2024-10-16,0,paid,2024-10-17
FAC-2024-0001522,SO-2024-0001522,ALB-2024-0000965,CUST_C4F97630A8A7,2024-10-17,43.81,"{'4%': 0.32, '10%': 3.32, '21%': 0.54}",4.18,47.99,2024-10-17,0,paid,2024-10-18
FAC-2024-0001523,SO-2024-0001523,ALB-2024-0000966,CUST_FD03C9525185,2024-10-18,11.4,"{'4%': 0.0, '10%': 0.0, '21%': 2.39}",2.39,13.79,2024-10-18,0,paid,2024-10-19
FAC-2024-0001524,SO-2024-0001524,,CUST_30B1310C0C00,2024-10-16,119.57,"{'4%': 0.64, '10%': 6.17, '21%': 8.82}",15.63,135.2,2024-10-16,0,paid,2024-10-17
FAC-2024-0001525,SO-2024-0001525,,CUST_4D71B41B3143,2024-10-16,27.96,"{'4%': 0.48, '10%': 1.03, '21%': 1.17}",2.68,30.64,2024-10-16,0,paid,2024-10-16
FAC-2024-0001526,SO-2024-0001526,ALB-2024-0000967,CUST_5C623A3C563E,2024-10-18,81.32,"{'4%': 1.5, '10%': 1.44, '21%': 6.21}",9.15,90.47,2024-10-18,0,paid,2024-10-19
FAC-2024-0001527,SO-2024-0001527,ALB-2024-0000968,CUST_EFFA3040413C,2024-10-19,22.76,"{'4%': 0.0, '10%': 1.42, '21%': 1.8}",3.22,25.98,2024-10-19,0,paid,2024-10-19
FAC-2024-0001528,SO-2024-0001528,ALB-2024-0000969,CUST_D37445712959,2024-10-20,42.89,"{'4%': 0.2, '10%': 1.35, '21%': 5.09}",6.64,49.53,2024-10-20,0,paid,2024-10-21
FAC-2024-0001529,SO-2024-0001529,ALB-2024-0000970,CUST_AB0B15F0EA19,2024-10-19,57.19,"{'4%': 0.2, '10%': 2.37, '21%': 5.99}",8.56,65.75,2024-10-19,0,paid,2024-10-20
FAC-2024-0001530,SO-2024-0001530,,CUST_E6B3CB323E35,2024-10-17,118.57,"{'4%': 1.73, '10%': 5.69, '21%': 3.89}",11.31,129.88,2024-10-17,0,paid,2024-10-17
FAC-2024-0001531,SO-2024-0001531,ALB-2024-0000971,CUST_707DFDB1429E,2024-10-20,58.24,"{'4%': 0.0, '10%': 2.46, '21%': 7.06}",9.52,67.76,2024-10-20,0,paid,2024-10-20
FAC-2024-0001532,SO-2024-0001532,,CUST_51B11B2EDEDB,2024-10-17,12.6,"{'4%': 0.0, '10%': 0.16, '21%': 2.31}",2.47,15.07,2024-10-17,0,paid,2024-10-17
FAC-2024-0001533,SO-2024-0001533,ALB-2024-0000972,CUST_9EA931227592,2024-10-20,13.87,"{'4%': 0.4, '10%': 0.0, '21%': 0.83}",1.23,15.1,2024-10-20,0,paid,2024-10-21
FAC-2024-0001534,SO-2024-0001534,ALB-2024-0000973,CUST_624FBAE1E137,2024-10-20,52.86,"{'4%': 0.76, '10%': 2.03, '21%': 2.83}",5.62,58.48,2024-10-20,0,paid,2024-10-21
FAC-2024-0001535,SO-2024-0001535,ALB-2024-0000974,CUST_90CEE9A53368,2024-10-19,55.08,"{'4%': 0.0, '10%': 1.02, '21%': 9.42}",10.44,65.52,2024-10-19,0,paid,2024-10-20
FAC-2024-0001536,SO-2024-0001536,ALB-2024-0000975,CUST_8A0B36D8393A,2024-10-22,121.6,"{'4%': 0.98, '10%': 4.79, '21%': 10.34}",16.11,137.71,2024-11-06,15,pending,
FAC-2024-0001537,SO-2024-0001537,,CUST_008D610461E3,2024-10-18,52.65,"{'4%': 0.73, '10%': 1.57, '21%': 3.93}",6.23,58.88,2024-10-18,0,paid,2024-10-19
FAC-2024-0001538,SO-2024-0001538,,CUST_55FA458F1F19,2024-10-18,30.99,"{'4%': 0.2, '10%': 1.78, '21%': 1.7}",3.68,34.67,2024-10-18,0,paid,2024-10-19
FAC-2024-0001539,SO-2024-0001539,,CUST_07F8F3EA0184,2024-10-18,80.2,"{'4%': 0.0, '10%': 6.96, '21%': 2.23}",9.19,89.39,2024-10-18,0,paid,2024-10-18
FAC-2024-0001540,SO-2024-0001540,ALB-2024-0000976,CUST_668C0B95017C,2024-10-20,36.16,"{'4%': 0.42, '10%': 1.03, '21%': 3.23}",4.68,40.84,2024-10-20,0,paid,2024-10-21
FAC-2024-0001541,SO-2024-0001541,ALB-2024-0000977,CUST_9D9D1BF645F6,2024-10-21,27.01,"{'4%': 0.39, '10%': 0.62, '21%': 2.34}",3.35,30.36,2024-10-21,0,paid,2024-10-21
FAC-2024-0001542,SO-2024-0001542,,CUST_A383DB2C6AC8,2024-10-18,9.27,"{'4%': 0.06, '10%': 0.25, '21%': 1.12}",1.43,10.7,2024-10-18,0,paid,2024-10-18
FAC-2024-0001543,SO-2024-0001543,,CUST_B241519894D8,2024-10-18,20.14,"{'4%': 0.12, '10%': 1.24, '21%': 0.99}",2.35,22.49,2024-10-18,0,paid,2024-10-18
FAC-2024-0001544,SO-2024-0001544,ALB-2024-0000978,CUST_B86623D4526B,2024-10-21,78.32,"{'4%': 0.17, '10%': 2.46, '21%': 10.41}",13.04,91.36,2024-11-05,15,pending,
FAC-2024-0001545,SO-2024-0001545,ALB-2024-0000979,CUST_A87990422EB7,2024-10-19,68.69,"{'4%': 0.42, '10%': 1.49, '21%': 9.08}",10.99,79.68,2024-11-03,15,pending,
FAC-2024-0001546,SO-2024-0001546,ALB-2024-0000980,CUST_8E038E969227,2024-10-21,65.13,"{'4%': 0.98, '10%': 4.05, '21%': 0.0}",5.03,70.16,2024-10-21,0,paid,2024-10-21
FAC-2024-0001547,SO-2024-0001547,,CUST_CC393B5AE288,2024-10-18,102.48,"{'4%': 0.0, '10%': 0.0, '21%': 21.52}",21.52,124.0,2024-10-18,0,paid,2024-10-18
FAC-2024-0001548,SO-2024-0001548,ALB-2024-0000981,CUST_C60161FA01BA,2024-10-22,23.39,"{'4%': 0.61, '10%': 0.23, '21%': 1.25}",2.09,25.48,2024-10-22,0,paid,2024-10-22
FAC-2024-0001549,SO-2024-0001549,,CUST_1A57C5F8E2F8,2024-10-18,47.92,"{'4%': 0.59, '10%': 2.6, '21%': 1.5}",4.69,52.61,2024-10-18,0,paid,2024-10-18
FAC-2024-0001550,SO-2024-0001550,ALB-2024-0000982,CUST_E709329FC417,2024-10-19,22.84,"{'4%': 0.0, '10%': 1.21, '21%': 2.25}",3.46,26.3,2024-10-19,0,paid,2024-10-20
FAC-2024-0001551,SO-2024-0001551,ALB-2024-0000983,CUST_4D29345512F7,2024-10-22,42.79,"{'4%': 0.93, '10%': 0.24, '21%': 3.62}",4.79,47.58,2024-10-22,0,paid,2024-10-22
FAC-2024-0001552,SO-2024-0001552,ALB-2024-0000984,CUST_92CA6DE59332,2024-10-23,66.38,"{'4%': 0.49, '10%': 1.4, '21%': 8.43}",10.32,76.7,2024-10-23,0,paid,2024-10-23
FAC-2024-0001553,SO-2024-0001553,ALB-2024-0000985,CUST_04AA5CA0C428,2024-10-22,113.01,"{'4%': 0.94, '10%': 6.53, '21%': 5.11}",12.58,125.59,2024-11-21,30,pending,
FAC-2024-0001554,SO-2024-0001554,ALB-2024-0000986,CUST_58F0AAF78C67,2024-10-25,73.78,"{'4%': 0.38, '10%': 2.22, '21%': 8.85}",11.45,85.23,2024-10-25,0,paid,2024-10-26
FAC-2024-0001555,SO-2024-0001555,,CUST_562819DD3E8C,2024-10-19,56.71,"{'4%': 0.94, '10%': 2.73, '21%': 1.25}",4.92,61.63,2024-11-18,30,pending,
FAC-2024-0001556,SO-2024-0001556,,CUST_5C623A3C563E,2024-10-22,88.35,"{'4%': 1.01, '10%': 3.12, '21%': 6.69}",10.82,99.17,2024-10-22,0,paid,2024-10-22
FAC-2024-0001557,SO-2024-0001557,ALB-2024-0000987,CUST_D854DFCAF0B7,2024-10-25,83.85,"{'4%': 1.2, '10%': 4.51, '21%': 1.86}",7.57,91.42,2024-11-09,15,pending,
FAC-2024-0001558,SO-2024-0001558,ALB-2024-0000988,CUST_C7745543FC3C,2024-10-26,174.45,"{'4%': 1.49, '10%': 8.07, '21%': 11.87}",21.43,195.88,2024-10-26,0,paid,2024-10-27
FAC-2024-0001559,SO-2024-0001559,,CUST_A48ED0421DFA,2024-10-22,82.56,"{'4%': 0.09, '10%': 7.38, '21%': 1.35}",8.82,91.38,2024-10-22,0,paid,2024-10-23
FAC-2024-0001560,SO-2024-0001560,ALB-2024-0000989,CUST_501B5EE68495,2024-10-28,23.86,"{'4%': 0.06, '10%': 0.99, '21%': 2.59}",3.64,27.5,2024-11-12,15,pending,
FAC-2024-0001561,SO-2024-0001561,,CUST_8E038E969227,2024-10-22,67.93,"{'4%': 1.8, '10%': 2.07, '21%': 0.47}",4.34,72.27,2024-10-22,0,paid,2024-10-22
FAC-2024-0001562,SO-2024-0001562,,CUST_592A7BA109D0,2024-10-22,59.07,"{'4%': 0.99, '10%': 0.76, '21%': 5.62}",7.37,66.44,2024-10-22,0,paid,2024-10-22
FAC-2024-0001563,SO-2024-0001563,,CUST_774F7316CE64,2024-10-22,71.19,"{'4%': 0.6, '10%': 3.74, '21%': 3.93}",8.27,79.46,2024-10-22,0,paid,2024-10-22
FAC-2024-0001564,SO-2024-0001564,ALB-2024-0000990,CUST_55FA458F1F19,2024-10-26,49.76,"{'4%': 0.0, '10%': 0.35, '21%': 9.73}",10.08,59.84,2024-10-26,0,paid,2024-10-27
FAC-2024-0001565,SO-2024-0001565,,CUST_E8DD1712FB16,2024-10-23,20.57,"{'4%': 0.0, '10%': 0.63, '21%': 2.99}",3.62,24.19,2024-10-23,0,paid,2024-10-24
FAC-2024-0001566,SO-2024-0001566,ALB-2024-0000991,CUST_FBE9DBC080FD,2024-10-24,18.02,"{'4%': 0.13, '10%': 0.76, '21%': 1.49}",2.38,20.4,2024-10-24,0,paid,2024-10-25
FAC-2024-0001567,SO-2024-0001567,ALB-2024-0000992,CUST_80BB6EC01269,2024-10-26,43.66,"{'4%': 0.32, '10%': 1.66, '21%': 4.03}",6.01,49.67,2024-11-10,15,pending,
FAC-2024-0001568,SO-2024-0001568,ALB-2024-0000993,CUST_A383DB2C6AC8,2024-10-25,9.61,"{'4%': 0.0, '10%': 0.0, '21%': 2.02}",2.02,11.63,2024-10-25,0,paid,2024-10-26
FAC-2024-0001569,SO-2024-0001569,ALB-2024-0000994,CUST_A87990422EB7,2024-10-25,77.86,"{'4%': 0.47, '10%': 4.58, '21%': 4.25}",9.3,87.16,2024-11-09,15,pending,
FAC-2024-0001570,SO-2024-0001570,,CUST_DD920DB977A9,2024-10-23,106.87,"{'4%': 3.81, '10%': 0.34, '21%': 1.73}",5.88,112.75,2024-10-23,0,paid,2024-10-24
FAC-2024-0001571,SO-2024-0001571,,CUST_C1D7F3025D16,2024-10-23,71.7,"{'4%': 1.94, '10%': 0.64, '21%': 3.52}",6.1,77.8,2024-11-22,30,pending,
FAC-2024-0001572,SO-2024-0001572,ALB-2024-0000995,CUST_6DAA8861FE18,2024-10-28,11.76,"{'4%': 0.1, '10%': 0.0, '21%': 1.94}",2.04,13.8,2024-10-28,0,paid,2024-10-28
FAC-2024-0001573,SO-2024-0001573,ALB-2024-0000996,CUST_C0D7095FFA81,2024-10-26,70.42,"{'4%': 0.0, '10%': 2.97, '21%': 8.56}",11.53,81.95,2024-10-26,0,paid,2024-10-27
FAC-2024-0001574,SO-2024-0001574,ALB-2024-0000997,CUST_B241519894D8,2024-10-26,25.35,"{'4%': 0.42, '10%': 0.82, '21%': 1.41}",2.65,28.0,2024-10-26,0,paid,2024-10-27
FAC-2024-0001575,SO-2024-0001575,ALB-2024-0000998,CUST_14F9FA207403,2024-10-27,98.54,"{'4%': 0.99, '10%': 6.94, '21%': 0.92}",8.85,107.39,2024-10-27,0,paid,2024-10-27
FAC-2024-0001576,SO-2024-0001576,ALB-2024-0000999,CUST_30B1310C0C00,2024-10-28,116.1,"{'4%': 1.58, '10%': 5.11, '21%': 5.33}",12.02,128.12,2024-10-28,0,paid,2024-10-28
FAC-2024-0001577,SO-2024-0001577,,CUST_008D610461E3,2024-10-25,65.64,"{'4%': 1.8, '10%': 0.32, '21%': 3.69}",5.81,71.45,2024-10-25,0,paid,2024-10-26
FAC-2024-0001578,SO-2024-0001578,ALB-2024-0001000,CUST_25E98D7248E2,2024-10-26,45.9,"{'4%': 0.0, '10%': 1.99, '21%': 5.47}",7.46,53.36,2024-10-26,0,paid,2024-10-26
FAC-2024-0001579,SO-2024-0001579,ALB-2024-0001001,CUST_A66F39669FA7,2024-10-27,28.12,"{'4%': 0.59, '10%': 0.16, '21%': 2.5}",3.25,31.37,2024-10-27,0,paid,2024-10-28
FAC-2024-0001580,SO-2024-0001580,ALB-2024-0001002,CUST_49A2F7E8F8E5,2024-10-29,35.2,"{'4%': 0.81, '10%': 0.35, '21%': 2.42}",3.58,38.78,2024-10-29,0,paid,2024-10-29
FAC-2024-0001581,SO-2024-0001581,,CUST_45F52E2FBF77,2024-10-25,39.74,"{'4%': 0.0, '10%': 1.39, '21%': 5.43}",6.82,46.56,2024-11-09,15,pending,
FAC-2024-0001582,SO-2024-0001582,,CUST_58F0AAF78C67,2024-10-25,67.61,"{'4%': 0.34, '10%': 4.79, '21%': 2.34}",7.47,75.08,2024-10-25,0,paid,2024-10-25
FAC-2024-0001583,SO-2024-0001583,ALB-2024-0001003,CUST_5C0BA757CB10,2024-10-29,64.22,"{'4%': 0.45, '10%': 1.51, '21%': 7.94}",9.9,74.12,2024-10-29,0,paid,2024-10-30
FAC-2024-0001584,SO-2024-0001584,,CUST_EFFA3040413C,2024-10-25,21.77,"{'4%': 0.0, '10%': 1.19, '21%': 2.07}",3.26,25.03,2024-10-25,0,paid,2024-10-26
FAC-2024-0001585,SO-2024-0001585,,CUST_7A1036A2C52B,2024-10-25,120.7,"{'4%': 0.52, '10%': 7.62, '21%': 6.63}",14.77,135.47,2024-10-25,0,paid,2024-10-26
FAC-2024-0001586,SO-2024-0001586,,CUST_E6B3CB323E35,2024-10-26,68.01,"{'4%': 1.29, '10%': 0.33, '21%': 6.83}",8.45,76.46,2024-10-26,0,paid,2024-10-27
FAC-2024-0001587,SO-2024-0001587,ALB-2024-0001004,CUST_7DE36694C343,2024-10-30,24.42,"{'4%': 0.17, '10%': 2.01, '21%': 0.0}",2.18,26.6,2024-10-30,0,paid,2024-10-31
FAC-2024-0001588,SO-2024-0001588,ALB-2024-0001005,CUST_E8DD1712FB16,2024-10-28,17.66,"{'4%': 0.04, '10%': 1.37, '21%': 0.63}",2.04,19.7,2024-10-28,0,paid,2024-10-29
FAC-2024-0001589,SO-2024-0001589,ALB-2024-0001006,CUST_AD23DC322C97,2024-10-30,80.99,"{'4%': 1.1, '10%': 1.9, '21%': 7.24}",10.24,91.23,2024-11-29,30,pending,
FAC-2024-0001590,SO-2024-0001590,ALB-2024-0001007,CUST_73B61BEAF6AC,2024-10-30,56.25,"{'4%': 1.25, '10%': 1.75, '21%': 1.56}",4.56,60.81,2024-10-30,0,paid,2024-10-30
FAC-2024-0001591,SO-2024-0001591,ALB-2024-0001008,CUST_707DFDB1429E,2024-10-28,55.4,"{'4%': 0.09, '10%': 4.12, '21%': 2.52}",6.73,62.13,2024-10-28,0,paid,2024-10-28
FAC-2024-0001592,SO-2024-0001592,ALB-2024-0001009,CUST_C5A1AD05B912,2024-10-29,57.31,"{'4%': 0.15, '10%': 1.19, '21%': 8.75}",10.09,67.4,2024-10-29,0,paid,2024-10-29
FAC-2024-0001593,SO-2024-0001593,ALB-2024-0001010,CUST_DD920DB977A9,2024-10-28,32.05,"{'4%': 0.07, '10%': 0.77, '21%': 4.76}",5.6,37.65,2024-10-28,0,paid,2024-10-28
FAC-2024-0001594,SO-2024-0001594,,CUST_FB8FD8B48EAD,2024-10-26,45.65,"{'4%': 0.06, '10%': 4.18, '21%': 0.47}",4.71,50.36,2024-11-10,15,pending,
FAC-2024-0001595,SO-2024-0001595,ALB-2024-0001011,CUST_E8DD1712FB16,2024-10-31,17.08,"{'4%': 0.2, '10%': 0.57, '21%': 1.33}",2.1,19.18,2024-10-31,0,paid,2024-10-31
FAC-2024-0001596,SO-2024-0001596,ALB-2024-0001012,CUST_5EFED8DDBBC0,2024-10-29,108.08,"{'4%': 0.18, '10%': 9.31, '21%': 2.18}",11.67,119.75,2024-11-13,15,pending,
FAC-2024-0001597,SO-2024-0001597,ALB-2024-0001013,CUST_5C0BA757CB10,2024-10-31,87.84,"{'4%': 1.1, '10%': 4.17, '21%': 3.88}",9.15,96.99,2024-10-31,0,paid,2024-10-31
FAC-2024-0001598,SO-2024-0001598,ALB-2024-0001014,CUST_EFFA3040413C,2024-10-29,17.3,"{'4%': 0.0, '10%': 0.22, '21%': 3.18}",3.4,20.7,2024-10-29,0,paid,2024-10-30
FAC-2024-0001599,SO-2024-0001599,ALB-2024-0001015,CUST_9A6C52171C88,2024-10-30,25.74,"{'4%': 0.31, '10%': 0.72, '21%': 2.28}",3.31,29.05,2024-10-30,0,paid,2024-10-31
FAC-2024-0001600,SO-2024-0001600,ALB-2024-0001016,CUST_6FFFB2DC6C34,2024-11-01,64.84,"{'4%': 0.11, '10%': 3.41, '21%': 5.87}",9.39,74.23,2024-11-01,0,paid,2024-11-02
FAC-2024-0001601,SO-2024-0001601,ALB-2024-0001017,CUST_34871A9C672A,2024-11-03,15.27,"{'4%': 0.0, '10%': 0.27, '21%': 2.65}",2.92,18.19,2024-11-03,0,paid,2024-11-03
FAC-2024-0001602,SO-2024-0001602,ALB-2024-0001018,CUST_FE89D9CB3540,2024-10-31,48.84,"{'4%': 0.31, '10%': 3.19, '21%': 1.96}",5.46,54.3,2024-10-31,0,paid,2024-10-31
FAC-2024-0001603,SO-2024-0001603,ALB-2024-0001019,CUST_7DE36694C343,2024-10-31,32.5,"{'4%': 0.71, '10%': 0.2, '21%': 2.65}",3.56,36.06,2024-10-31,0,paid,2024-11-01
FAC-2024-0001604,SO-2024-0001604,ALB-2024-0001020,CUST_585A7BFDCC12,2024-10-31,70.89,"{'4%': 0.12, '10%': 6.61, '21%': 0.39}",7.12,78.01,2024-10-31,0,paid,2024-10-31
FAC-2024-0001605,SO-2024-0001605,,CUST_D854DFCAF0B7,2024-10-29,112.05,"{'4%': 2.5, '10%': 2.49, '21%': 5.19}",10.18,122.23,2024-11-13,15,pending,
FAC-2024-0001606,SO-2024-0001606,ALB-2024-0001021,CUST_A9AB1777E8CB,2024-11-02,13.21,"{'4%': 0.0, '10%': 0.91, '21%': 0.87}",1.78,14.99,2024-11-02,0,paid,2024-11-03
