po_id,supplier_id,dc_id,order_date,expected_receipt_date,actual_receipt_date,status,incoterm,payment_terms,currency,total_cost_net,tax_amount,total_cost_gross
PO-2024-0000589,SUP_00017,DC_VLC,2024-05-10,2024-05-19,2024-05-19,received,DAP,30D,EUR,1248.84,124.88,1373.72
PO-2024-0000590,SUP_00014,DC_VLC,2024-05-10,2024-05-19,2024-05-19,received,DAP,30D,EUR,1449.25,144.93,1594.18
PO-2024-0000591,SUP_00019,DC_VLC,2024-05-10,2024-05-12,2024-05-12,received,DAP,30D,EUR,934.11,93.41,1027.52
PO-2024-0000592,SUP_00007,DC_VLC,2024-05-10,2024-05-13,2024-05-13,received,DAP,30D,EUR,5758.83,230.35,5989.18
PO-2024-0000593,SUP_00007,DC_BCN,2024-05-10,2024-05-13,2024-05-13,received,DAP,30D,EUR,493.97,31.24,525.21
PO-2024-0000594,SUP_00004,DC_MAD,2024-05-11,2024-05-23,2024-05-23,received,DAP,30D,EUR,180.31,37.87,218.18
PO-2024-0000595,SUP_00016,DC_SEV,2024-05-11,2024-05-16,2024-05-16,received,DAP,30D,EUR,563.66,56.37,620.03
PO-2024-0000596,SUP_00007,DC_SEV,2024-05-11,2024-05-14,2024-05-14,received,DAP,30D,EUR,545.61,21.82,567.43
PO-2024-0000597,SUP_00007,DC_BCN,2024-05-11,2024-05-14,2024-05-14,received,DAP,30D,EUR,581.26,122.06,703.32
PO-2024-0000598,SUP_00015,DC_BCN,2024-05-11,2024-05-14,2024-05-14,received,DAP,30D,EUR,303.77,12.15,315.92
PO-2024-0000599,SUP_00019,DC_BCN,2024-05-11,2024-05-13,2024-05-13,received,DAP,30D,EUR,306.27,30.63,336.9
PO-2024-0000600,SUP_00016,DC_MAD,2024-05-11,2024-05-16,2024-05-16,received,DAP,30D,EUR,2152.77,452.08,2604.85
PO-2024-0000601,SUP_00015,DC_BCN,2024-05-12,2024-05-15,2024-05-15,received,DAP,30D,EUR,130.23,5.21,135.44
PO-2024-0000602,SUP_00004,DC_MAD,2024-05-12,2024-05-22,2024-05-22,received,DAP,30D,EUR,1962.69,412.16,2374.85
PO-2024-0000603,SUP_00007,DC_MAD,2024-05-12,2024-05-16,2024-05-16,received,DAP,30D,EUR,439.98,17.6,457.58
PO-2024-0000604,SUP_00014,DC_MAD,2024-05-13,2024-05-23,2024-05-23,received,DAP,30D,EUR,537.73,53.77,591.5
PO-2024-0000605,SUP_00017,DC_BCN,2024-05-14,2024-05-22,2024-05-22,received,DAP,30D,EUR,5045.84,504.58,5550.42
PO-2024-0000606,SUP_00015,DC_MAD,2024-05-14,2024-05-17,2024-05-17,received,DAP,30D,EUR,1292.87,51.71,1344.58
PO-2024-0000607,SUP_00017,DC_MAD,2024-05-14,2024-05-22,2024-05-22,received,DAP,30D,EUR,451.06,45.11,496.17
PO-2024-0000608,SUP_00007,DC_BCN,2024-05-14,2024-05-17,2024-05-17,received,DAP,30D,EUR,138.63,5.55,144.18
PO-2024-0000609,SUP_00014,DC_BCN,2024-05-14,2024-05-25,2024-05-25,received,DAP,30D,EUR,207.5,20.75,228.25
PO-2024-0000610,SUP_00015,DC_BCN,2024-05-14,2024-05-17,2024-05-17,received,DAP,30D,EUR,84.42,3.38,87.8
PO-2024-0000611,SUP_00015,DC_ZGZ,2024-05-15,2024-05-18,2024-05-18,received,DAP,30D,EUR,406.75,16.27,423.02
PO-2024-0000612,SUP_00016,DC_MAD,2024-05-15,2024-05-19,2024-05-19,received,DAP,30D,EUR,389.93,38.99,428.92
PO-2024-0000613,SUP_00014,DC_SEV,2024-05-16,2024-05-25,2024-05-25,received,DAP,30D,EUR,1181.2,118.12,1299.32
PO-2024-0000614,SUP_00016,DC_BCN,2024-05-16,2024-05-21,2024-05-21,received,DAP,30D,EUR,184.77,38.8,223.57
PO-2024-0000615,SUP_00004,DC_BCN,2024-05-16,2024-05-24,2024-05-24,received,DAP,30D,EUR,799.49,167.89,967.38
PO-2024-0000616,SUP_00015,DC_ZGZ,2024-05-17,2024-05-20,2024-05-20,received,DAP,30D,EUR,178.72,7.15,185.87
PO-2024-0000617,SUP_00004,DC_ZGZ,2024-05-17,2024-05-29,2024-05-29,received,DAP,30D,EUR,136.01,28.56,164.57
PO-2024-0000618,SUP_00007,DC_ZGZ,2024-05-17,2024-05-20,2024-05-20,received,DAP,30D,EUR,1078.93,43.16,1122.09
PO-2024-0000619,SUP_00014,DC_MAD,2024-05-17,2024-05-27,2024-05-27,received,DAP,30D,EUR,1107.85,110.78,1218.63
PO-2024-0000620,SUP_00016,DC_MAD,2024-05-17,2024-05-23,2024-05-23,received,DAP,30D,EUR,785.51,164.96,950.47
PO-2024-0000621,SUP_00014,DC_BCN,2024-05-18,2024-05-28,2024-05-28,received,DAP,30D,EUR,271.26,27.13,298.39
PO-2024-0000622,SUP_00016,DC_BCN,2024-05-18,2024-05-22,2024-05-22,received,DAP,30D,EUR,1103.09,231.65,1334.74
PO-2024-0000623,SUP_00016,DC_MAD,2024-05-18,2024-05-23,2024-05-23,received,DAP,30D,EUR,743.54,115.15,858.69
PO-2024-0000624,SUP_00004,DC_MAD,2024-05-18,2024-05-26,2024-05-26,received,DAP,30D,EUR,222.44,46.71,269.15
PO-2024-0000625,SUP_00007,DC_BCN,2024-05-18,2024-05-21,2024-05-21,received,DAP,30D,EUR,1179.56,247.71,1427.27
PO-2024-0000626,SUP_00016,DC_SEV,2024-05-20,2024-05-25,2024-05-25,received,DAP,30D,EUR,254.96,25.5,280.46
PO-2024-0000627,SUP_00017,DC_SEV,2024-05-20,2024-05-28,2024-05-28,received,DAP,30D,EUR,1625.87,162.59,1788.46
PO-2024-0000628,SUP_00016,DC_MAD,2024-05-21,2024-05-26,2024-05-26,received,DAP,30D,EUR,1327.36,278.75,1606.11
PO-2024-0000629,SUP_00015,DC_MAD,2024-05-21,2024-05-24,2024-05-24,received,DAP,30D,EUR,77.66,3.11,80.77
PO-2024-0000630,SUP_00007,DC_BCN,2024-05-21,2024-05-25,2024-05-25,received,DAP,30D,EUR,223.97,8.96,232.93
PO-2024-0000631,SUP_00014,DC_BCN,2024-05-22,2024-06-01,2024-06-01,received,DAP,30D,EUR,501.33,50.13,551.46
PO-2024-0000632,SUP_00016,DC_BCN,2024-05-22,2024-05-26,2024-05-26,received,DAP,30D,EUR,1279.84,208.8,1488.64
PO-2024-0000633,SUP_00007,DC_BCN,2024-05-22,2024-05-24,2024-05-24,received,DAP,30D,EUR,96.73,20.31,117.04
PO-2024-0000634,SUP_00007,DC_SEV,2024-05-23,2024-05-26,2024-05-26,received,DAP,30D,EUR,67.34,14.14,81.48
PO-2024-0000635,SUP_00015,DC_SEV,2024-05-23,2024-05-26,2024-05-26,received,DAP,30D,EUR,203.8,8.15,211.95
PO-2024-0000636,SUP_00015,DC_ZGZ,2024-05-23,2024-05-26,2024-05-26,received,DAP,30D,EUR,292.05,11.68,303.73
PO-2024-0000637,SUP_00016,DC_BCN,2024-05-23,2024-05-29,2024-05-29,received,DAP,30D,EUR,235.69,23.57,259.26
PO-2024-0000638,SUP_00017,DC_MAD,2024-05-23,2024-05-30,2024-05-30,received,DAP,30D,EUR,1096.92,109.69,1206.61
PO-2024-0000639,SUP_00017,DC_SEV,2024-05-24,2024-06-01,2024-06-01,received,DAP,30D,EUR,227.76,22.78,250.54
PO-2024-0000640,SUP_00016,DC_ZGZ,2024-05-24,2024-05-30,2024-05-30,received,DAP,30D,EUR,2129.39,447.17,2576.56
PO-2024-0000641,SUP_00007,DC_ZGZ,2024-05-24,2024-05-27,2024-05-27,received,DAP,30D,EUR,1364.82,213.06,1577.88
PO-2024-0000642,SUP_00019,DC_ZGZ,2024-05-24,2024-05-26,2024-05-26,received,DAP,30D,EUR,652.72,65.27,717.99
PO-2024-0000643,SUP_00015,DC_ZGZ,2024-05-24,2024-05-27,2024-05-27,received,DAP,30D,EUR,283.19,11.33,294.52
PO-2024-0000644,SUP_00017,DC_MAD,2024-05-25,2024-06-02,2024-06-02,received,DAP,30D,EUR,533.68,53.37,587.05
PO-2024-0000645,SUP_00014,DC_MAD,2024-05-25,2024-06-03,2024-06-03,received,DAP,30D,EUR,341.9,34.19,376.09
PO-2024-0000646,SUP_00015,DC_MAD,2024-05-25,2024-05-28,2024-05-28,received,DAP,30D,EUR,463.18,18.53,481.71
PO-2024-0000647,SUP_00019,DC_BCN,2024-05-25,2024-05-27,2024-05-27,received,DAP,30D,EUR,1917.19,191.72,2108.91
PO-2024-0000648,SUP_00004,DC_SEV,2024-05-25,2024-06-05,2024-06-05,received,DAP,30D,EUR,297.17,62.41,359.58
PO-2024-0000649,SUP_00007,DC_ZGZ,2024-05-27,2024-05-30,2024-05-30,received,DAP,30D,EUR,2165.34,86.61,2251.95
PO-2024-0000650,SUP_00017,DC_BCN,2024-05-28,2024-06-04,2024-06-04,received,DAP,30D,EUR,510.44,51.04,561.48
PO-2024-0000651,SUP_00014,DC_VLC,2024-05-28,2024-06-05,2024-06-05,received,DAP,30D,EUR,367.67,36.77,404.44
PO-2024-0000652,SUP_00014,DC_ZGZ,2024-05-28,2024-06-07,2024-06-07,received,DAP,30D,EUR,1073.22,107.32,1180.54
PO-2024-0000653,SUP_00017,DC_ZGZ,2024-05-28,2024-06-05,2024-06-05,received,DAP,30D,EUR,175.31,17.53,192.84
PO-2024-0000654,SUP_00016,DC_ZGZ,2024-05-28,2024-06-02,2024-06-02,received,DAP,30D,EUR,275.99,57.96,333.95
PO-2024-0000655,SUP_00016,DC_SEV,2024-05-29,2024-06-04,2024-06-04,received,DAP,30D,EUR,524.45,110.13,634.58
PO-2024-0000656,SUP_00015,DC_BCN,2024-05-29,2024-06-01,2024-06-01,received,DAP,30D,EUR,101.23,4.05,105.28
PO-2024-0000657,SUP_00014,DC_SEV,2024-05-29,2024-06-10,2024-06-10,received,DAP,30D,EUR,1273.37,127.34,1400.71
PO-2024-0000658,SUP_00004,DC_SEV,2024-05-29,2024-06-06,2024-06-06,received,DAP,30D,EUR,158.93,33.38,192.31
PO-2024-0000659,SUP_00007,DC_SEV,2024-05-29,2024-06-01,2024-06-01,received,DAP,30D,EUR,766.19,30.65,796.84
PO-2024-0000660,SUP_00007,DC_MAD,2024-05-29,2024-06-01,2024-06-01,received,DAP,30D,EUR,8274.48,330.98,8605.46
PO-2024-0000661,SUP_00014,DC_BCN,2024-05-29,2024-06-07,2024-06-07,received,DAP,30D,EUR,211.06,21.11,232.17
PO-2024-0000662,SUP_00004,DC_VLC,2024-05-30,2024-06-09,2024-06-09,received,DAP,30D,EUR,91.55,19.23,110.78
PO-2024-0000663,SUP_00007,DC_VLC,2024-05-30,2024-06-02,2024-06-02,received,DAP,30D,EUR,2497.04,99.88,2596.92
PO-2024-0000664,SUP_00017,DC_VLC,2024-05-30,2024-06-07,2024-06-07,received,DAP,30D,EUR,709.57,70.96,780.53
PO-2024-0000665,SUP_00019,DC_BCN,2024-05-30,2024-06-01,2024-06-01,received,DAP,30D,EUR,979.61,97.96,1077.57
PO-2024-0000666,SUP_00014,DC_BCN,2024-05-30,2024-06-07,2024-06-07,received,DAP,30D,EUR,842.37,84.24,926.61
PO-2024-0000667,SUP_00017,DC_BCN,2024-05-30,2024-06-08,2024-06-08,received,DAP,30D,EUR,287.03,28.7,315.73
PO-2024-0000668,SUP_00016,DC_BCN,2024-05-31,2024-06-06,2024-06-06,received,DAP,30D,EUR,358.66,75.32,433.98
PO-2024-0000669,SUP_00015,DC_SEV,2024-05-31,2024-06-03,2024-06-03,received,DAP,30D,EUR,508.19,20.33,528.52
PO-2024-0000670,SUP_00014,DC_MAD,2024-05-31,2024-06-09,2024-06-09,received,DAP,30D,EUR,3010.56,301.06,3311.62
PO-2024-0000671,SUP_00007,DC_MAD,2024-05-31,2024-06-04,2024-06-04,received,DAP,30D,EUR,165.68,34.79,200.47
PO-2024-0000672,SUP_00007,DC_VLC,2024-05-31,2024-06-03,2024-06-03,received,DAP,30D,EUR,471.98,18.88,490.86
PO-2024-0000673,SUP_00014,DC_VLC,2024-06-01,2024-06-09,2024-06-09,received,DAP,30D,EUR,701.93,70.19,772.12
PO-2024-0000674,SUP_00007,DC_ZGZ,2024-06-01,2024-06-05,2024-06-05,received,DAP,30D,EUR,351.31,14.05,365.36
PO-2024-0000675,SUP_00004,DC_ZGZ,2024-06-01,2024-06-10,2024-06-10,received,DAP,30D,EUR,158.71,33.33,192.04
PO-2024-0000676,SUP_00016,DC_VLC,2024-06-01,2024-06-05,2024-06-05,received,DAP,30D,EUR,591.71,124.26,715.97
PO-2024-0000677,SUP_00016,DC_MAD,2024-06-01,2024-06-06,2024-06-06,received,DAP,30D,EUR,376.63,79.09,455.72
PO-2024-0000678,SUP_00019,DC_BCN,2024-06-02,2024-06-04,2024-06-04,received,DAP,30D,EUR,549.02,54.9,603.92
PO-2024-0000679,SUP_00016,DC_MAD,2024-06-02,2024-06-07,2024-06-07,received,DAP,30D,EUR,1175.88,181.03,1356.91
PO-2024-0000680,SUP_00016,DC_VLC,2024-06-03,2024-06-09,2024-06-09,received,DAP,30D,EUR,285.19,28.52,313.71
PO-2024-0000681,SUP_00004,DC_VLC,2024-06-03,2024-06-12,2024-06-12,received,DAP,30D,EUR,152.45,32.01,184.46
PO-2024-0000682,SUP_00007,DC_VLC,2024-06-03,2024-06-06,2024-06-06,received,DAP,30D,EUR,238.03,9.52,247.55
PO-2024-0000683,SUP_00004,DC_SEV,2024-06-03,2024-06-13,2024-06-13,received,DAP,30D,EUR,677.97,142.37,820.34
PO-2024-0000684,SUP_00016,DC_MAD,2024-06-04,2024-06-09,2024-06-09,received,DAP,30D,EUR,762.61,160.15,922.76
PO-2024-0000685,SUP_00019,DC_ZGZ,2024-06-04,2024-06-06,2024-06-06,received,DAP,30D,EUR,279.92,27.99,307.91
PO-2024-0000686,SUP_00015,DC_ZGZ,2024-06-04,2024-06-07,2024-06-07,received,DAP,30D,EUR,220.9,8.84,229.74
PO-2024-0000687,SUP_00005,DC_SEV,2024-06-05,2024-06-09,2024-06-09,received,DAP,30D,EUR,477.12,47.71,524.83
PO-2024-0000688,SUP_00016,DC_MAD,2024-06-05,2024-06-10,2024-06-10,received,DAP,30D,EUR,1052.28,220.98,1273.26
PO-2024-0000689,SUP_00015,DC_SEV,2024-06-05,2024-06-08,2024-06-08,received,DAP,30D,EUR,544.17,21.77,565.94
PO-2024-0000690,SUP_00014,DC_VLC,2024-06-05,2024-06-15,2024-06-15,received,DAP,30D,EUR,615.48,61.55,677.03
PO-2024-0000691,SUP_00019,DC_MAD,2024-06-06,2024-06-08,2024-06-08,received,DAP,30D,EUR,425.15,42.52,467.67
PO-2024-0000692,SUP_00016,DC_BCN,2024-06-06,2024-06-11,2024-06-11,received,DAP,30D,EUR,239.92,50.38,290.3
PO-2024-0000693,SUP_00015,DC_VLC,2024-06-06,2024-06-09,2024-06-09,received,DAP,30D,EUR,186.04,7.44,193.48
PO-2024-0000694,SUP_00019,DC_VLC,2024-06-06,2024-06-08,2024-06-08,received,DAP,30D,EUR,275.58,27.56,303.14
PO-2024-0000695,SUP_00007,DC_BCN,2024-06-07,2024-06-11,2024-06-11,received,DAP,30D,EUR,440.88,92.58,533.46
PO-2024-0000696,SUP_00007,DC_SEV,2024-06-07,2024-06-10,2024-06-10,received,DAP,30D,EUR,170.26,6.81,177.07
PO-2024-0000697,SUP_00007,DC_SEV,2024-06-08,2024-06-10,2024-06-10,received,DAP,30D,EUR,489.86,19.59,509.45
PO-2024-0000698,SUP_00016,DC_SEV,2024-06-08,2024-06-13,2024-06-13,received,DAP,30D,EUR,206.93,20.69,227.62
PO-2024-0000699,SUP_00007,DC_MAD,2024-06-08,2024-06-11,2024-06-11,received,DAP,30D,EUR,1735.1,364.37,2099.47
PO-2024-0000700,SUP_00004,DC_SEV,2024-06-08,2024-06-18,2024-06-18,received,DAP,30D,EUR,347.31,72.94,420.25
PO-2024-0000701,SUP_00016,DC_ZGZ,2024-06-08,2024-06-14,2024-06-14,received,DAP,30D,EUR,233.53,49.04,282.57
PO-2024-0000702,SUP_00007,DC_ZGZ,2024-06-08,2024-06-11,2024-06-11,received,DAP,30D,EUR,957.02,38.28,995.3
PO-2024-0000703,SUP_00019,DC_BCN,2024-06-09,2024-06-11,2024-06-11,received,DAP,30D,EUR,5733.3,573.33,6306.63
PO-2024-0000704,SUP_00007,DC_BCN,2024-06-09,2024-06-12,2024-06-12,received,DAP,30D,EUR,565.39,22.62,588.01
PO-2024-0000705,SUP_00015,DC_BCN,2024-06-09,2024-06-12,2024-06-12,received,DAP,30D,EUR,683.45,27.34,710.79
PO-2024-0000706,SUP_00017,DC_SEV,2024-06-11,2024-06-18,2024-06-18,received,DAP,30D,EUR,701.04,70.1,771.14
PO-2024-0000707,SUP_00007,DC_SEV,2024-06-11,2024-06-14,2024-06-14,received,DAP,30D,EUR,3598.09,755.6,4353.69
PO-2024-0000708,SUP_00004,DC_BCN,2024-06-13,2024-06-24,2024-06-24,received,DAP,30D,EUR,612.68,128.66,741.34
PO-2024-0000709,SUP_00017,DC_ZGZ,2024-06-13,2024-06-22,2024-06-22,received,DAP,30D,EUR,189.85,18.98,208.83
PO-2024-0000710,SUP_00016,DC_BCN,2024-06-13,2024-06-18,2024-06-18,received,DAP,30D,EUR,105.83,22.22,128.05
PO-2024-0000711,SUP_00017,DC_BCN,2024-06-13,2024-06-21,2024-06-21,received,DAP,30D,EUR,5497.92,549.79,6047.71
PO-2024-0000712,SUP_00004,DC_ZGZ,2024-06-13,2024-06-21,2024-06-21,received,DAP,30D,EUR,147.96,31.07,179.03
PO-2024-0000713,SUP_00004,DC_ZGZ,2024-06-14,2024-06-23,2024-06-23,received,DAP,30D,EUR,149.67,31.43,181.1
PO-2024-0000714,SUP_00007,DC_BCN,2024-06-14,2024-06-17,2024-06-17,received,DAP,30D,EUR,203.35,8.13,211.48
PO-2024-0000715,SUP_00019,DC_MAD,2024-06-15,2024-06-17,2024-06-17,received,DAP,30D,EUR,3451.62,345.16,3796.78
PO-2024-0000716,SUP_00004,DC_MAD,2024-06-15,2024-06-24,2024-06-24,received,DAP,30D,EUR,892.09,187.34,1079.43
PO-2024-0000717,SUP_00016,DC_MAD,2024-06-15,2024-06-21,2024-06-21,received,DAP,30D,EUR,330.32,69.37,399.69
PO-2024-0000718,SUP_00014,DC_BCN,2024-06-15,2024-06-27,2024-06-27,received,DAP,30D,EUR,234.37,23.44,257.81
PO-2024-0000719,SUP_00007,DC_BCN,2024-06-15,2024-06-19,2024-06-19,received,DAP,30D,EUR,197.36,41.45,238.81
PO-2024-0000720,SUP_00015,DC_ZGZ,2024-06-17,2024-06-20,2024-06-20,received,DAP,30D,EUR,785.8,31.43,817.23
PO-2024-0000721,SUP_00007,DC_ZGZ,2024-06-17,2024-06-19,2024-06-19,received,DAP,30D,EUR,571.76,22.87,594.63
PO-2024-0000722,SUP_00014,DC_ZGZ,2024-06-17,2024-06-28,2024-06-28,received,DAP,30D,EUR,263.58,26.36,289.94
PO-2024-0000723,SUP_00007,DC_ZGZ,2024-06-18,2024-06-22,2024-06-22,received,DAP,30D,EUR,393.35,15.73,409.08
PO-2024-0000724,SUP_00004,DC_ZGZ,2024-06-18,2024-06-26,2024-06-26,received,DAP,30D,EUR,164.7,34.59,199.29
PO-2024-0000725,SUP_00016,DC_MAD,2024-06-18,2024-06-22,2024-06-22,received,DAP,30D,EUR,1205.53,253.16,1458.69
PO-2024-0000726,SUP_00016,DC_SEV,2024-06-19,2024-06-24,2024-06-24,received,DAP,30D,EUR,399.95,40.0,439.95
PO-2024-0000727,SUP_00007,DC_MAD,2024-06-19,2024-06-22,2024-06-22,received,DAP,30D,EUR,802.43,32.1,834.53
PO-2024-0000728,SUP_00007,DC_BCN,2024-06-19,2024-06-22,2024-06-22,received,DAP,30D,EUR,219.8,46.16,265.96
PO-2024-0000729,SUP_00016,DC_VLC,2024-06-19,2024-06-25,2024-06-25,received,DAP,30D,EUR,714.64,150.07,864.71
PO-2024-0000730,SUP_00019,DC_MAD,2024-06-20,2024-06-22,2024-06-22,received,DAP,30D,EUR,1194.74,119.47,1314.21
PO-2024-0000731,SUP_00016,DC_SEV,2024-06-20,2024-06-25,2024-06-25,received,DAP,30D,EUR,1285.37,269.93,1555.3
PO-2024-0000732,SUP_00016,DC_BCN,2024-06-21,2024-06-26,2024-06-26,received,DAP,30D,EUR,573.14,120.36,693.5
PO-2024-0000733,SUP_00017,DC_SEV,2024-06-21,2024-06-29,2024-06-29,received,DAP,30D,EUR,202.11,20.21,222.32
PO-2024-0000734,SUP_00015,DC_SEV,2024-06-21,2024-06-24,2024-06-24,received,DAP,30D,EUR,941.06,37.64,978.7
PO-2024-0000735,SUP_00007,DC_SEV,2024-06-21,2024-06-23,2024-06-23,received,DAP,30D,EUR,155.02,32.55,187.57
PO-2024-0000736,SUP_00016,DC_VLC,2024-06-21,2024-06-25,2024-06-25,received,DAP,30D,EUR,104.29,10.43,114.72
PO-2024-0000737,SUP_00007,DC_VLC,2024-06-21,2024-06-25,2024-06-25,received,DAP,30D,EUR,262.02,55.02,317.04
PO-2024-0000738,SUP_00014,DC_BCN,2024-06-22,2024-07-02,2024-07-02,received,DAP,30D,EUR,649.71,64.97,714.68
PO-2024-0000739,SUP_00007,DC_ZGZ,2024-06-22,2024-06-25,2024-06-25,received,DAP,30D,EUR,577.43,121.26,698.69
PO-2024-0000740,SUP_00016,DC_ZGZ,2024-06-22,2024-06-28,2024-06-28,received,DAP,30D,EUR,652.12,136.95,789.07
PO-2024-0000741,SUP_00007,DC_BCN,2024-06-22,2024-06-25,2024-06-25,received,DAP,30D,EUR,338.49,71.08,409.57
PO-2024-0000742,SUP_00015,DC_BCN,2024-06-22,2024-06-25,2024-06-25,received,DAP,30D,EUR,111.22,4.45,115.67
PO-2024-0000743,SUP_00016,DC_BCN,2024-06-22,2024-06-28,2024-06-28,received,DAP,30D,EUR,382.98,80.43,463.41
PO-2024-0000744,SUP_00016,DC_MAD,2024-06-24,2024-06-30,2024-06-30,received,DAP,30D,EUR,891.76,187.27,1079.03
PO-2024-0000745,SUP_00007,DC_MAD,2024-06-25,2024-06-28,2024-06-28,received,DAP,30D,EUR,327.76,13.11,340.87
PO-2024-0000746,SUP_00007,DC_VLC,2024-06-25,2024-06-28,2024-06-28,received,DAP,30D,EUR,328.96,13.16,342.12
PO-2024-0000747,SUP_00019,DC_BCN,2024-06-27,2024-06-29,2024-06-29,received,DAP,30D,EUR,145.97,14.6,160.57
PO-2024-0000748,SUP_00016,DC_ZGZ,2024-06-27,2024-07-03,2024-07-03,received,DAP,30D,EUR,1069.97,197.04,1267.01
PO-2024-0000749,SUP_00007,DC_ZGZ,2024-06-27,2024-06-30,2024-06-30,received,DAP,30D,EUR,1221.22,48.85,1270.07
PO-2024-0000750,SUP_00004,DC_BCN,2024-06-28,2024-07-06,2024-07-06,received,DAP,30D,EUR,344.75,72.4,417.15
PO-2024-0000751,SUP_00016,DC_BCN,2024-06-28,2024-07-03,2024-07-03,received,DAP,30D,EUR,705.35,148.12,853.47
PO-2024-0000752,SUP_00004,DC_ZGZ,2024-06-28,2024-07-08,2024-07-08,received,DAP,30D,EUR,107.74,22.63,130.37
PO-2024-0000753,SUP_00019,DC_ZGZ,2024-06-28,2024-06-30,2024-06-30,received,DAP,30D,EUR,175.45,17.54,192.99
PO-2024-0000754,SUP_00016,DC_SEV,2024-06-28,2024-07-04,2024-07-04,received,DAP,30D,EUR,382.41,80.31,462.72
PO-2024-0000755,SUP_00017,DC_SEV,2024-06-28,2024-07-07,2024-07-07,received,DAP,30D,EUR,216.67,21.67,238.34
PO-2024-0000756,SUP_00014,DC_MAD,2024-06-28,2024-07-07,2024-07-07,received,DAP,30D,EUR,476.87,47.69,524.56
PO-2024-0000757,SUP_00017,DC_SEV,2024-06-29,2024-07-08,2024-07-08,received,DAP,30D,EUR,352.62,35.26,387.88
PO-2024-0000758,SUP_00017,DC_MAD,2024-06-29,2024-07-08,2024-07-08,received,DAP,30D,EUR,298.52,29.85,328.37
PO-2024-0000759,SUP_00004,DC_MAD,2024-06-29,2024-07-09,2024-07-09,received,DAP,30D,EUR,565.61,118.78,684.39
PO-2024-0000760,SUP_00004,DC_BCN,2024-06-29,2024-07-09,2024-07-09,received,DAP,30D,EUR,343.3,72.09,415.39
PO-2024-0000761,SUP_00017,DC_VLC,2024-07-01,2024-07-10,2024-07-10,received,DAP,30D,EUR,455.51,45.55,501.06
PO-2024-0000762,SUP_00007,DC_ZGZ,2024-07-02,2024-07-05,2024-07-05,received,DAP,30D,EUR,263.52,10.54,274.06
PO-2024-0000763,SUP_00017,DC_ZGZ,2024-07-02,2024-07-11,2024-07-11,received,DAP,30D,EUR,1266.96,126.7,1393.66
PO-2024-0000764,SUP_00014,DC_ZGZ,2024-07-02,2024-07-13,2024-07-13,received,DAP,30D,EUR,665.44,66.54,731.98
PO-2024-0000765,SUP_00016,DC_BCN,2024-07-02,2024-07-06,2024-07-06,received,DAP,30D,EUR,304.33,63.91,368.24
PO-2024-0000766,SUP_00014,DC_SEV,2024-07-02,2024-07-10,2024-07-10,received,DAP,30D,EUR,1268.92,126.89,1395.81
PO-2024-0000767,SUP_00004,DC_SEV,2024-07-02,2024-07-10,2024-07-10,received,DAP,30D,EUR,93.53,19.64,113.17
PO-2024-0000768,SUP_00017,DC_SEV,2024-07-03,2024-07-11,2024-07-11,received,DAP,30D,EUR,1332.19,133.22,1465.41
PO-2024-0000769,SUP_00019,DC_SEV,2024-07-03,2024-07-05,2024-07-05,received,DAP,30D,EUR,1784.68,178.47,1963.15
PO-2024-0000770,SUP_00007,DC_MAD,2024-07-03,2024-07-07,2024-07-07,received,DAP,30D,EUR,1334.67,53.39,1388.06
PO-2024-0000771,SUP_00016,DC_MAD,2024-07-04,2024-07-09,2024-07-09,received,DAP,30D,EUR,769.71,161.64,931.35
PO-2024-0000772,SUP_00017,DC_MAD,2024-07-04,2024-07-11,2024-07-11,received,DAP,30D,EUR,587.68,58.77,646.45
PO-2024-0000773,SUP_00019,DC_ZGZ,2024-07-04,2024-07-06,2024-07-06,received,DAP,30D,EUR,374.2,37.42,411.62
PO-2024-0000774,SUP_00007,DC_MAD,2024-07-05,2024-07-08,2024-07-08,received,DAP,30D,EUR,406.48,16.26,422.74
PO-2024-0000775,SUP_00014,DC_MAD,2024-07-05,2024-07-16,2024-07-16,received,DAP,30D,EUR,837.98,83.8,921.78
PO-2024-0000776,SUP_00016,DC_ZGZ,2024-07-05,2024-07-10,2024-07-10,received,DAP,30D,EUR,114.44,11.44,125.88
PO-2024-0000777,SUP_00019,DC_BCN,2024-07-05,2024-07-07,2024-07-07,received,DAP,30D,EUR,227.74,22.77,250.51
PO-2024-0000778,SUP_00007,DC_BCN,2024-07-06,2024-07-09,2024-07-09,received,DAP,30D,EUR,125.8,26.42,152.22
PO-2024-0000779,SUP_00004,DC_SEV,2024-07-07,2024-07-19,2024-07-19,received,DAP,30D,EUR,368.38,77.36,445.74
PO-2024-0000780,SUP_00004,DC_BCN,2024-07-08,2024-07-16,2024-07-16,received,DAP,30D,EUR,51.71,10.86,62.57
PO-2024-0000781,SUP_00016,DC_BCN,2024-07-08,2024-07-14,2024-07-14,received,DAP,30D,EUR,163.19,34.27,197.46
PO-2024-0000782,SUP_00004,DC_BCN,2024-07-09,2024-07-21,2024-07-21,received,DAP,30D,EUR,178.16,37.41,215.57
PO-2024-0000783,SUP_00019,DC_BCN,2024-07-10,2024-07-12,2024-07-12,received,DAP,30D,EUR,641.19,64.12,705.31
PO-2024-0000784,SUP_00015,DC_BCN,2024-07-10,2024-07-14,2024-07-14,received,DAP,30D,EUR,109.87,4.39,114.26
