payment_id,po_id,supplier_id,dc_id,obligation_date,due_date,payment_date,amount_net,amount_gross,status,days_late
SP-2024-0000711,PO-2024-0000711,SUP_00017,DC_BCN,2024-06-13,2024-07-13,2024-07-13,5497.92,6047.71,paid,0
SP-2024-0000712,PO-2024-0000712,SUP_00004,DC_ZGZ,2024-06-13,2024-07-13,2024-07-13,147.96,179.03,paid,0
SP-2024-0000612,PO-2024-0000612,SUP_00016,DC_MAD,2024-05-15,2024-07-14,2024-07-14,389.93,428.92,paid,0
SP-2024-0000713,PO-2024-0000713,SUP_00004,DC_ZGZ,2024-06-14,2024-07-14,2024-07-14,149.67,181.1,paid,0
SP-2024-0000483,PO-2024-0000483,SUP_00015,DC_ZGZ,2024-04-16,2024-07-15,2024-07-15,301.04,313.08,paid,0
SP-2024-0000613,PO-2024-0000613,SUP_00014,DC_SEV,2024-05-16,2024-07-15,2024-07-15,1181.2,1299.32,paid,0
SP-2024-0000614,PO-2024-0000614,SUP_00016,DC_BCN,2024-05-16,2024-07-15,2024-07-15,184.77,223.57,paid,0
SP-2024-0000716,PO-2024-0000716,SUP_00004,DC_MAD,2024-06-15,2024-07-15,2024-07-15,892.09,1079.43,paid,0
SP-2024-0000489,PO-2024-0000489,SUP_00019,DC_BCN,2024-04-17,2024-07-16,2024-07-16,639.92,703.91,paid,0
SP-2024-0000490,PO-2024-0000490,SUP_00019,DC_VLC,2024-04-17,2024-07-16,2024-07-16,2816.48,3098.13,paid,0
SP-2024-0000618,PO-2024-0000618,SUP_00007,DC_ZGZ,2024-05-17,2024-07-16,2024-07-16,1078.93,1122.09,paid,0
SP-2024-0000619,PO-2024-0000619,SUP_00014,DC_MAD,2024-05-17,2024-07-16,2024-07-16,1107.85,1218.63,paid,0
SP-2024-0000620,PO-2024-0000620,SUP_00016,DC_MAD,2024-05-17,2024-07-16,2024-07-16,785.51,950.47,paid,0
SP-2024-0000493,PO-2024-0000493,SUP_00019,DC_BCN,2024-04-18,2024-07-17,2024-07-17,563.47,619.82,paid,0
SP-2024-0000621,PO-2024-0000621,SUP_00014,DC_BCN,2024-05-18,2024-07-17,2024-07-22,271.26,298.39,paid,5
SP-2024-0000622,PO-2024-0000622,SUP_00016,DC_BCN,2024-05-18,2024-07-17,2024-07-17,1103.09,1334.74,paid,0
SP-2024-0000623,PO-2024-0000623,SUP_00016,DC_MAD,2024-05-18,2024-07-17,2024-07-26,743.54,858.69,paid,9
SP-2024-0000625,PO-2024-0000625,SUP_00007,DC_BCN,2024-05-18,2024-07-17,2024-07-17,1179.56,1427.27,paid,0
SP-2024-0000495,PO-2024-0000495,SUP_00015,DC_BCN,2024-04-19,2024-07-18,2024-07-18,86.99,90.47,paid,0
SP-2024-0000724,PO-2024-0000724,SUP_00004,DC_ZGZ,2024-06-18,2024-07-18,2024-07-29,164.7,199.29,paid,11
SP-2024-0000626,PO-2024-0000626,SUP_00016,DC_SEV,2024-05-20,2024-07-19,2024-07-19,254.96,280.46,paid,0
SP-2024-0000628,PO-2024-0000628,SUP_00016,DC_MAD,2024-05-21,2024-07-20,2024-07-31,1327.36,1606.11,paid,11
SP-2024-0000630,PO-2024-0000630,SUP_00007,DC_BCN,2024-05-21,2024-07-20,2024-07-20,223.97,232.93,paid,0
SP-2024-0000511,PO-2024-0000511,SUP_00015,DC_VLC,2024-04-22,2024-07-21,2024-07-21,59.38,61.76,paid,0
SP-2024-0000631,PO-2024-0000631,SUP_00014,DC_BCN,2024-05-22,2024-07-21,2024-07-21,501.33,551.46,paid,0
SP-2024-0000632,PO-2024-0000632,SUP_00016,DC_BCN,2024-05-22,2024-07-21,2024-07-21,1279.84,1488.64,paid,0
SP-2024-0000633,PO-2024-0000633,SUP_00007,DC_BCN,2024-05-22,2024-07-21,2024-07-21,96.73,117.04,paid,0
SP-2024-0000733,PO-2024-0000733,SUP_00017,DC_SEV,2024-06-21,2024-07-21,2024-07-21,202.11,222.32,paid,0
SP-2024-0000516,PO-2024-0000516,SUP_00019,DC_MAD,2024-04-23,2024-07-22,2024-07-22,673.65,741.01,paid,0
SP-2024-0000517,PO-2024-0000517,SUP_00015,DC_SEV,2024-04-23,2024-07-22,2024-07-22,491.36,511.01,paid,0
SP-2024-0000519,PO-2024-0000519,SUP_00019,DC_BCN,2024-04-23,2024-07-22,2024-07-22,154.97,170.47,paid,0
SP-2024-0000634,PO-2024-0000634,SUP_00007,DC_SEV,2024-05-23,2024-07-22,2024-07-22,67.34,81.48,paid,0
SP-2024-0000637,PO-2024-0000637,SUP_00016,DC_BCN,2024-05-23,2024-07-22,2024-07-22,235.69,259.26,paid,0
SP-2024-0000640,PO-2024-0000640,SUP_00016,DC_ZGZ,2024-05-24,2024-07-23,2024-07-23,2129.39,2576.56,paid,0
SP-2024-0000641,PO-2024-0000641,SUP_00007,DC_ZGZ,2024-05-24,2024-07-23,2024-08-02,1364.82,1577.88,paid,10
SP-2024-0000645,PO-2024-0000645,SUP_00014,DC_MAD,2024-05-25,2024-07-24,2024-07-24,341.9,376.09,paid,0
SP-2024-0000535,PO-2024-0000535,SUP_00019,DC_ZGZ,2024-04-27,2024-07-26,2024-07-26,558.56,614.42,paid,0
SP-2024-0000539,PO-2024-0000539,SUP_00019,DC_VLC,2024-04-27,2024-07-26,2024-07-26,258.19,284.01,paid,0
SP-2024-0000540,PO-2024-0000540,SUP_00015,DC_VLC,2024-04-27,2024-07-26,2024-07-26,175.64,182.67,paid,0
SP-2024-0000649,PO-2024-0000649,SUP_00007,DC_ZGZ,2024-05-27,2024-07-26,2024-07-26,2165.34,2251.95,paid,0
SP-2024-0000543,PO-2024-0000543,SUP_00015,DC_SEV,2024-04-28,2024-07-27,2024-07-27,374.05,389.01,paid,0
SP-2024-0000651,PO-2024-0000651,SUP_00014,DC_VLC,2024-05-28,2024-07-27,2024-07-27,367.67,404.44,paid,0
SP-2024-0000652,PO-2024-0000652,SUP_00014,DC_ZGZ,2024-05-28,2024-07-27,2024-07-27,1073.22,1180.54,paid,0
SP-2024-0000654,PO-2024-0000654,SUP_00016,DC_ZGZ,2024-05-28,2024-07-27,2024-07-27,275.99,333.95,paid,0
SP-2024-0000655,PO-2024-0000655,SUP_00016,DC_SEV,2024-05-29,2024-07-28,2024-07-28,524.45,634.58,paid,0
SP-2024-0000657,PO-2024-0000657,SUP_00014,DC_SEV,2024-05-29,2024-07-28,2024-07-28,1273.37,1400.71,paid,0
SP-2024-0000659,PO-2024-0000659,SUP_00007,DC_SEV,2024-05-29,2024-07-28,2024-07-28,766.19,796.84,paid,0
SP-2024-0000660,PO-2024-0000660,SUP_00007,DC_MAD,2024-05-29,2024-07-28,2024-07-28,8274.48,8605.46,paid,0
SP-2024-0000661,PO-2024-0000661,SUP_00014,DC_BCN,2024-05-29,2024-07-28,2024-07-28,211.06,232.17,paid,0
SP-2024-0000750,PO-2024-0000750,SUP_00004,DC_BCN,2024-06-28,2024-07-28,2024-07-28,344.75,417.15,paid,0
SP-2024-0000752,PO-2024-0000752,SUP_00004,DC_ZGZ,2024-06-28,2024-07-28,2024-07-28,107.74,130.37,paid,0
SP-2024-0000755,PO-2024-0000755,SUP_00017,DC_SEV,2024-06-28,2024-07-28,2024-07-28,216.67,238.34,paid,0
SP-2024-0000663,PO-2024-0000663,SUP_00007,DC_VLC,2024-05-30,2024-07-29,2024-07-29,2497.04,2596.92,paid,0
SP-2024-0000666,PO-2024-0000666,SUP_00014,DC_BCN,2024-05-30,2024-07-29,2024-07-31,842.37,926.61,paid,2
SP-2024-0000757,PO-2024-0000757,SUP_00017,DC_SEV,2024-06-29,2024-07-29,2024-07-29,352.62,387.88,paid,0
SP-2024-0000758,PO-2024-0000758,SUP_00017,DC_MAD,2024-06-29,2024-07-29,2024-07-29,298.52,328.37,paid,0
SP-2024-0000759,PO-2024-0000759,SUP_00004,DC_MAD,2024-06-29,2024-07-29,2024-07-29,565.61,684.39,paid,0
SP-2024-0000760,PO-2024-0000760,SUP_00004,DC_BCN,2024-06-29,2024-07-29,2024-07-29,343.3,415.39,paid,0
SP-2024-0000547,PO-2024-0000547,SUP_00015,DC_BCN,2024-05-01,2024-07-30,2024-07-30,296.72,308.59,paid,0
SP-2024-0000668,PO-2024-0000668,SUP_00016,DC_BCN,2024-05-31,2024-07-30,2024-07-30,358.66,433.98,paid,0
SP-2024-0000670,PO-2024-0000670,SUP_00014,DC_MAD,2024-05-31,2024-07-30,2024-07-30,3010.56,3311.62,paid,0
SP-2024-0000671,PO-2024-0000671,SUP_00007,DC_MAD,2024-05-31,2024-07-30,2024-07-30,165.68,200.47,paid,0
SP-2024-0000672,PO-2024-0000672,SUP_00007,DC_VLC,2024-05-31,2024-07-30,2024-08-14,471.98,490.86,paid,15
SP-2024-0000553,PO-2024-0000553,SUP_00015,DC_SEV,2024-05-02,2024-07-31,2024-07-31,153.93,160.09,paid,0
SP-2024-0000558,PO-2024-0000558,SUP_00019,DC_BCN,2024-05-02,2024-07-31,2024-07-31,761.71,837.88,paid,0
SP-2024-0000673,PO-2024-0000673,SUP_00014,DC_VLC,2024-06-01,2024-07-31,2024-07-31,701.93,772.12,paid,0
SP-2024-0000674,PO-2024-0000674,SUP_00007,DC_ZGZ,2024-06-01,2024-07-31,2024-07-31,351.31,365.36,paid,0
SP-2024-0000676,PO-2024-0000676,SUP_00016,DC_VLC,2024-06-01,2024-07-31,2024-07-31,591.71,715.97,paid,0
SP-2024-0000677,PO-2024-0000677,SUP_00016,DC_MAD,2024-06-01,2024-07-31,2024-07-31,376.63,455.72,paid,0
SP-2024-0000761,PO-2024-0000761,SUP_00017,DC_VLC,2024-07-01,2024-07-31,2024-07-31,455.51,501.06,paid,0
SP-2024-0000563,PO-2024-0000563,SUP_00015,DC_SEV,2024-05-03,2024-08-01,2024-08-01,370.21,385.02,paid,0
SP-2024-0000679,PO-2024-0000679,SUP_00016,DC_MAD,2024-06-02,2024-08-01,2024-08-01,1175.88,1356.91,paid,0
SP-2024-0000763,PO-2024-0000763,SUP_00017,DC_ZGZ,2024-07-02,2024-08-01,2024-08-01,1266.96,1393.66,paid,0
SP-2024-0000767,PO-2024-0000767,SUP_00004,DC_SEV,2024-07-02,2024-08-01,2024-08-01,93.53,113.17,paid,0
SP-2024-0000680,PO-2024-0000680,SUP_00016,DC_VLC,2024-06-03,2024-08-02,2024-08-02,285.19,313.71,paid,0
SP-2024-0000682,PO-2024-0000682,SUP_00007,DC_VLC,2024-06-03,2024-08-02,2024-08-02,238.03,247.55,paid,0
SP-2024-0000768,PO-2024-0000768,SUP_00017,DC_SEV,2024-07-03,2024-08-02,2024-08-02,1332.19,1465.41,paid,0
SP-2024-0000684,PO-2024-0000684,SUP_00016,DC_MAD,2024-06-04,2024-08-03,2024-08-03,762.61,922.76,paid,0
SP-2024-0000772,PO-2024-0000772,SUP_00017,DC_MAD,2024-07-04,2024-08-03,2024-08-03,587.68,646.45,paid,0
SP-2024-0000688,PO-2024-0000688,SUP_00016,DC_MAD,2024-06-05,2024-08-04,2024-08-04,1052.28,1273.26,paid,0
SP-2024-0000690,PO-2024-0000690,SUP_00014,DC_VLC,2024-06-05,2024-08-04,2024-08-04,615.48,677.03,paid,0
SP-2024-0000579,PO-2024-0000579,SUP_00019,DC_ZGZ,2024-05-07,2024-08-05,2024-08-05,3551.68,3906.85,paid,0
SP-2024-0000692,PO-2024-0000692,SUP_00016,DC_BCN,2024-06-06,2024-08-05,2024-08-05,239.92,290.3,paid,0
SP-2024-0000695,PO-2024-0000695,SUP_00007,DC_BCN,2024-06-07,2024-08-06,2024-08-06,440.88,533.46,paid,0
SP-2024-0000696,PO-2024-0000696,SUP_00007,DC_SEV,2024-06-07,2024-08-06,2024-08-06,170.26,177.07,paid,0
SP-2024-0000779,PO-2024-0000779,SUP_00004,DC_SEV,2024-07-07,2024-08-06,2024-08-06,368.38,445.74,paid,0
SP-2024-0000584,PO-2024-0000584,SUP_00019,DC_BCN,2024-05-09,2024-08-07,2024-08-07,1891.28,2080.41,paid,0
SP-2024-0000587,PO-2024-0000587,SUP_00019,DC_ZGZ,2024-05-09,2024-08-07,2024-08-17,375.38,412.92,paid,10
SP-2024-0000697,PO-2024-0000697,SUP_00007,DC_SEV,2024-06-08,2024-08-07,2024-08-07,489.86,509.45,paid,0
SP-2024-0000698,PO-2024-0000698,SUP_00016,DC_SEV,2024-06-08,2024-08-07,2024-08-07,206.93,227.62,paid,0
SP-2024-0000699,PO-2024-0000699,SUP_00007,DC_MAD,2024-06-08,2024-08-07,2024-08-07,1735.1,2099.47,paid,0
SP-2024-0000701,PO-2024-0000701,SUP_00016,DC_ZGZ,2024-06-08,2024-08-07,2024-08-07,233.53,282.57,paid,0
SP-2024-0000702,PO-2024-0000702,SUP_00007,DC_ZGZ,2024-06-08,2024-08-07,2024-08-07,957.02,995.3,paid,0
SP-2024-0000780,PO-2024-0000780,SUP_00004,DC_BCN,2024-07-08,2024-08-07,2024-08-12,51.71,62.57,paid,5
SP-2024-0000591,PO-2024-0000591,SUP_00019,DC_VLC,2024-05-10,2024-08-08,2024-08-08,934.11,1027.52,paid,0
SP-2024-0000704,PO-2024-0000704,SUP_00007,DC_BCN,2024-06-09,2024-08-08,2024-08-08,565.39,588.01,paid,0
SP-2024-0000782,PO-2024-0000782,SUP_00004,DC_BCN,2024-07-09,2024-08-08,2024-08-08,178.16,215.57,paid,0
SP-2024-0000598,PO-2024-0000598,SUP_00015,DC_BCN,2024-05-11,2024-08-09,2024-08-09,303.77,315.92,paid,0
SP-2024-0000599,PO-2024-0000599,SUP_00019,DC_BCN,2024-05-11,2024-08-09,2024-08-09,306.27,336.9,paid,0
SP-2024-0000601,PO-2024-0000601,SUP_00015,DC_BCN,2024-05-12,2024-08-10,2024-08-10,130.23,135.44,paid,0
SP-2024-0000707,PO-2024-0000707,SUP_00007,DC_SEV,2024-06-11,2024-08-10,2024-08-10,3598.09,4353.69,paid,0
SP-2024-0000606,PO-2024-0000606,SUP_00015,DC_MAD,2024-05-14,2024-08-12,2024-08-12,1292.87,1344.58,paid,0
SP-2024-0000610,PO-2024-0000610,SUP_00015,DC_BCN,2024-05-14,2024-08-12,2024-08-12,84.42,87.8,paid,0
SP-2024-0000710,PO-2024-0000710,SUP_00016,DC_BCN,2024-06-13,2024-08-12,2024-08-12,105.83,128.05,paid,0
SP-2024-0000794,PO-2024-0000794,SUP_00017,DC_VLC,2024-07-13,2024-08-12,2024-08-12,1978.81,2176.69,paid,0
SP-2024-0000795,PO-2024-0000795,SUP_00004,DC_VLC,2024-07-13,2024-08-12,2024-08-19,437.71,529.63,paid,7
SP-2024-0000796,PO-2024-0000796,SUP_00017,DC_BCN,2024-07-13,2024-08-12,2024-08-12,792.43,871.67,paid,0
SP-2024-0000611,PO-2024-0000611,SUP_00015,DC_ZGZ,2024-05-15,2024-08-13,2024-08-13,406.75,423.02,paid,0
SP-2024-0000714,PO-2024-0000714,SUP_00007,DC_BCN,2024-06-14,2024-08-13,2024-08-13,203.35,211.48,paid,0
SP-2024-0000798,PO-2024-0000798,SUP_00017,DC_MAD,2024-07-14,2024-08-13,2024-08-13,388.24,427.06,paid,0
SP-2024-0000717,PO-2024-0000717,SUP_00016,DC_MAD,2024-06-15,2024-08-14,2024-08-14,330.32,399.69,paid,0
SP-2024-0000718,PO-2024-0000718,SUP_00014,DC_BCN,2024-06-15,2024-08-14,2024-08-14,234.37,257.81,paid,0
SP-2024-0000719,PO-2024-0000719,SUP_00007,DC_BCN,2024-06-15,2024-08-14,2024-08-14,197.36,238.81,paid,0
SP-2024-0000616,PO-2024-0000616,SUP_00015,DC_ZGZ,2024-05-17,2024-08-15,2024-08-26,178.72,185.87,paid,11
SP-2024-0000804,PO-2024-0000804,SUP_00004,DC_SEV,2024-07-16,2024-08-15,2024-08-15,470.08,568.8,paid,0
SP-2024-0000805,PO-2024-0000805,SUP_00017,DC_SEV,2024-07-16,2024-08-15,2024-08-26,165.49,182.04,paid,11
SP-2024-0000721,PO-2024-0000721,SUP_00007,DC_ZGZ,2024-06-17,2024-08-16,2024-08-16,571.76,594.63,paid,0
SP-2024-0000722,PO-2024-0000722,SUP_00014,DC_ZGZ,2024-06-17,2024-08-16,2024-08-16,263.58,289.94,paid,0
SP-2024-0000723,PO-2024-0000723,SUP_00007,DC_ZGZ,2024-06-18,2024-08-17,2024-08-17,393.35,409.08,paid,0
SP-2024-0000725,PO-2024-0000725,SUP_00016,DC_MAD,2024-06-18,2024-08-17,2024-08-17,1205.53,1458.69,paid,0
SP-2024-0000726,PO-2024-0000726,SUP_00016,DC_SEV,2024-06-19,2024-08-18,2024-08-18,399.95,439.95,paid,0
SP-2024-0000727,PO-2024-0000727,SUP_00007,DC_MAD,2024-06-19,2024-08-18,2024-08-18,802.43,834.53,paid,0
SP-2024-0000728,PO-2024-0000728,SUP_00007,DC_BCN,2024-06-19,2024-08-18,2024-08-18,219.8,265.96,paid,0
SP-2024-0000729,PO-2024-0000729,SUP_00016,DC_VLC,2024-06-19,2024-08-18,2024-08-18,714.64,864.71,paid,0
SP-2024-0000808,PO-2024-0000808,SUP_00017,DC_BCN,2024-07-19,2024-08-18,2024-08-18,94.07,103.48,paid,0
SP-2024-0000810,PO-2024-0000810,SUP_00017,DC_SEV,2024-07-19,2024-08-18,2024-08-18,303.26,333.59,paid,0
SP-2024-0000629,PO-2024-0000629,SUP_00015,DC_MAD,2024-05-21,2024-08-19,2024-08-19,77.66,80.77,paid,0
SP-2024-0000731,PO-2024-0000731,SUP_00016,DC_SEV,2024-06-20,2024-08-19,2024-08-19,1285.37,1555.3,paid,0
SP-2024-0000811,PO-2024-0000811,SUP_00017,DC_BCN,2024-07-20,2024-08-19,2024-08-19,803.94,884.33,paid,0
SP-2024-0000812,PO-2024-0000812,SUP_00004,DC_BCN,2024-07-20,2024-08-19,2024-08-19,147.83,178.87,paid,0
SP-2024-0000814,PO-2024-0000814,SUP_00017,DC_SEV,2024-07-20,2024-08-19,2024-08-23,397.67,437.44,paid,4
SP-2024-0000815,PO-2024-0000815,SUP_00004,DC_SEV,2024-07-20,2024-08-19,2024-08-19,132.92,160.83,paid,0
SP-2024-0000732,PO-2024-0000732,SUP_00016,DC_BCN,2024-06-21,2024-08-20,2024-08-20,573.14,693.5,paid,0
SP-2024-0000735,PO-2024-0000735,SUP_00007,DC_SEV,2024-06-21,2024-08-20,2024-08-20,155.02,187.57,paid,0
SP-2024-0000736,PO-2024-0000736,SUP_00016,DC_VLC,2024-06-21,2024-08-20,2024-08-20,104.29,114.72,paid,0
SP-2024-0000737,PO-2024-0000737,SUP_00007,DC_VLC,2024-06-21,2024-08-20,2024-08-20,262.02,317.04,paid,0
SP-2024-0000635,PO-2024-0000635,SUP_00015,DC_SEV,2024-05-23,2024-08-21,2024-08-21,203.8,211.95,paid,0
SP-2024-0000636,PO-2024-0000636,SUP_00015,DC_ZGZ,2024-05-23,2024-08-21,2024-08-21,292.05,303.73,paid,0
SP-2024-0000738,PO-2024-0000738,SUP_00014,DC_BCN,2024-06-22,2024-08-21,2024-08-21,649.71,714.68,paid,0
SP-2024-0000739,PO-2024-0000739,SUP_00007,DC_ZGZ,2024-06-22,2024-08-21,2024-08-21,577.43,698.69,paid,0
SP-2024-0000740,PO-2024-0000740,SUP_00016,DC_ZGZ,2024-06-22,2024-08-21,2024-08-21,652.12,789.07,paid,0
SP-2024-0000741,PO-2024-0000741,SUP_00007,DC_BCN,2024-06-22,2024-08-21,2024-08-21,338.49,409.57,paid,0
SP-2024-0000743,PO-2024-0000743,SUP_00016,DC_BCN,2024-06-22,2024-08-21,2024-08-21,382.98,463.41,paid,0
SP-2024-0000818,PO-2024-0000818,SUP_00017,DC_BCN,2024-07-22,2024-08-21,2024-08-21,557.96,613.76,paid,0
SP-2024-0000642,PO-2024-0000642,SUP_00019,DC_ZGZ,2024-05-24,2024-08-22,2024-08-22,652.72,717.99,paid,0
SP-2024-0000643,PO-2024-0000643,SUP_00015,DC_ZGZ,2024-05-24,2024-08-22,2024-08-22,283.19,294.52,paid,0
SP-2024-0000646,PO-2024-0000646,SUP_00015,DC_MAD,2024-05-25,2024-08-23,2024-08-23,463.18,481.71,paid,0
SP-2024-0000647,PO-2024-0000647,SUP_00019,DC_BCN,2024-05-25,2024-08-23,2024-08-23,1917.19,2108.91,paid,0
SP-2024-0000744,PO-2024-0000744,SUP_00016,DC_MAD,2024-06-24,2024-08-23,2024-08-23,891.76,1079.03,paid,0
SP-2024-0000822,PO-2024-0000822,SUP_00004,DC_VLC,2024-07-24,2024-08-23,2024-08-23,225.28,272.59,paid,0
SP-2024-0000745,PO-2024-0000745,SUP_00007,DC_MAD,2024-06-25,2024-08-24,2024-08-24,327.76,340.87,paid,0
SP-2024-0000746,PO-2024-0000746,SUP_00007,DC_VLC,2024-06-25,2024-08-24,2024-08-24,328.96,342.12,paid,0
SP-2024-0000824,PO-2024-0000824,SUP_00017,DC_ZGZ,2024-07-25,2024-08-24,2024-08-24,1789.09,1968.0,paid,0
SP-2024-0000825,PO-2024-0000825,SUP_00004,DC_ZGZ,2024-07-25,2024-08-24,2024-08-24,765.07,925.73,paid,0
SP-2024-0000827,PO-2024-0000827,SUP_00004,DC_SEV,2024-07-25,2024-08-24,2024-08-30,410.14,496.27,paid,6
SP-2024-0000830,PO-2024-0000830,SUP_00017,DC_SEV,2024-07-26,2024-08-25,2024-08-25,1464.19,1610.61,paid,0
SP-2024-0000832,PO-2024-0000832,SUP_00017,DC_BCN,2024-07-26,2024-08-25,2024-08-25,231.03,254.13,paid,0
SP-2024-0000748,PO-2024-0000748,SUP_00016,DC_ZGZ,2024-06-27,2024-08-26,2024-08-26,1069.97,1267.01,paid,0
SP-2024-0000749,PO-2024-0000749,SUP_00007,DC_ZGZ,2024-06-27,2024-08-26,2024-09-08,1221.22,1270.07,paid,13
SP-2024-0000834,PO-2024-0000834,SUP_00017,DC_BCN,2024-07-27,2024-08-26,2024-08-26,122.91,135.2,paid,0
SP-2024-0000656,PO-2024-0000656,SUP_00015,DC_BCN,2024-05-29,2024-08-27,2024-08-27,101.23,105.28,paid,0
SP-2024-0000751,PO-2024-0000751,SUP_00016,DC_BCN,2024-06-28,2024-08-27,2024-09-02,705.35,853.47,paid,6
SP-2024-0000754,PO-2024-0000754,SUP_00016,DC_SEV,2024-06-28,2024-08-27,2024-08-27,382.41,462.72,paid,0
SP-2024-0000756,PO-2024-0000756,SUP_00014,DC_MAD,2024-06-28,2024-08-27,2024-08-27,476.87,524.56,paid,0
SP-2024-0000665,PO-2024-0000665,SUP_00019,DC_BCN,2024-05-30,2024-08-28,2024-08-28,979.61,1077.57,paid,0
SP-2024-0000838,PO-2024-0000838,SUP_00004,DC_BCN,2024-07-29,2024-08-28,2024-08-28,253.87,307.18,paid,0
SP-2024-0000841,PO-2024-0000841,SUP_00004,DC_SEV,2024-07-29,2024-08-28,2024-08-28,117.94,142.71,paid,0
SP-2024-0000669,PO-2024-0000669,SUP_00015,DC_SEV,2024-05-31,2024-08-29,2024-08-29,508.19,528.52,paid,0
SP-2024-0000849,PO-2024-0000849,SUP_00004,DC_ZGZ,2024-07-31,2024-08-30,2024-08-30,233.78,282.87,paid,0
SP-2024-0000850,PO-2024-0000850,SUP_00017,DC_ZGZ,2024-07-31,2024-08-30,2024-08-30,254.83,280.31,paid,0
SP-2024-0000678,PO-2024-0000678,SUP_00019,DC_BCN,2024-06-02,2024-08-31,2024-08-31,549.02,603.92,paid,0
SP-2024-0000762,PO-2024-0000762,SUP_00007,DC_ZGZ,2024-07-02,2024-08-31,2024-08-31,263.52,274.06,paid,0
SP-2024-0000764,PO-2024-0000764,SUP_00014,DC_ZGZ,2024-07-02,2024-08-31,2024-08-31,665.44,731.98,paid,0
SP-2024-0000765,PO-2024-0000765,SUP_00016,DC_BCN,2024-07-02,2024-08-31,2024-08-31,304.33,368.24,paid,0
SP-2024-0000766,PO-2024-0000766,SUP_00014,DC_SEV,2024-07-02,2024-08-31,2024-08-31,1268.92,1395.81,paid,0
SP-2024-0000770,PO-2024-0000770,SUP_00007,DC_MAD,2024-07-03,2024-09-01,2024-09-01,1334.67,1388.06,paid,0
SP-2024-0000685,PO-2024-0000685,SUP_00019,DC_ZGZ,2024-06-04,2024-09-02,2024-09-05,279.92,307.91,paid,3
SP-2024-0000686,PO-2024-0000686,SUP_00015,DC_ZGZ,2024-06-04,2024-09-02,2024-09-02,220.9,229.74,paid,0
SP-2024-0000771,PO-2024-0000771,SUP_00016,DC_MAD,2024-07-04,2024-09-02,2024-09-02,769.71,931.35,paid,0
SP-2024-0000689,PO-2024-0000689,SUP_00015,DC_SEV,2024-06-05,2024-09-03,2024-09-03,544.17,565.94,paid,0
SP-2024-0000774,PO-2024-0000774,SUP_00007,DC_MAD,2024-07-05,2024-09-03,2024-09-03,406.48,422.74,paid,0
SP-2024-0000775,PO-2024-0000775,SUP_00014,DC_MAD,2024-07-05,2024-09-03,2024-09-03,837.98,921.78,paid,0
SP-2024-0000776,PO-2024-0000776,SUP_00016,DC_ZGZ,2024-07-05,2024-09-03,2024-09-03,114.44,125.88,paid,0
SP-2024-0000857,PO-2024-0000857,SUP_00004,DC_ZGZ,2024-08-04,2024-09-03,2024-09-03,427.35,517.09,paid,0
SP-2024-0000691,PO-2024-0000691,SUP_00019,DC_MAD,2024-06-06,2024-09-04,2024-09-04,425.15,467.67,paid,0
SP-2024-0000693,PO-2024-0000693,SUP_00015,DC_VLC,2024-06-06,2024-09-04,2024-09-04,186.04,193.48,paid,0
SP-2024-0000694,PO-2024-0000694,SUP_00019,DC_VLC,2024-06-06,2024-09-04,2024-09-04,275.58,303.14,paid,0
SP-2024-0000778,PO-2024-0000778,SUP_00007,DC_BCN,2024-07-06,2024-09-04,2024-09-04,125.8,152.22,paid,0
SP-2024-0000863,PO-2024-0000863,SUP_00017,DC_BCN,2024-08-05,2024-09-04,2024-09-04,490.51,539.56,paid,0
SP-2024-0000864,PO-2024-0000864,SUP_00017,DC_SEV,2024-08-05,2024-09-04,2024-09-04,780.28,858.31,paid,0
SP-2024-0000781,PO-2024-0000781,SUP_00016,DC_BCN,2024-07-08,2024-09-06,2024-09-06,163.19,197.46,paid,0
SP-2024-0000867,PO-2024-0000867,SUP_00004,DC_BCN,2024-08-07,2024-09-06,2024-09-06,226.2,273.7,paid,0
SP-2024-0000868,PO-2024-0000868,SUP_00017,DC_SEV,2024-08-07,2024-09-06,2024-09-06,449.71,494.68,paid,0
SP-2024-0000703,PO-2024-0000703,SUP_00019,DC_BCN,2024-06-09,2024-09-07,2024-09-07,5733.3,6306.63,paid,0
SP-2024-0000705,PO-2024-0000705,SUP_00015,DC_BCN,2024-06-09,2024-09-07,2024-09-07,683.45,710.79,paid,0
SP-2024-0000873,PO-2024-0000873,SUP_00017,DC_SEV,2024-08-10,2024-09-09,2024-09-09,633.41,696.75,paid,0
SP-2024-0000876,PO-2024-0000876,SUP_00004,DC_MAD,2024-08-10,2024-09-09,2024-09-09,346.53,419.3,paid,0
SP-2024-0000786,PO-2024-0000786,SUP_00014,DC_BCN,2024-07-12,2024-09-10,2024-09-16,598.31,658.14,paid,6
SP-2024-0000787,PO-2024-0000787,SUP_00007,DC_VLC,2024-07-12,2024-09-10,2024-09-10,512.84,620.54,paid,0
SP-2024-0000789,PO-2024-0000789,SUP_00016,DC_BCN,2024-07-12,2024-09-10,2024-09-10,62.56,68.82,paid,0
SP-2024-0000792,PO-2024-0000792,SUP_00014,DC_VLC,2024-07-13,2024-09-11,2024-09-11,1464.94,1611.43,paid,0
SP-2024-0000793,PO-2024-0000793,SUP_00007,DC_VLC,2024-07-13,2024-09-11,2024-09-11,1386.81,1442.28,paid,0
